GENE	TREENESS_RATIO	treeness	RCV
114217at147545	17.1	0.8102	0.0474
56930at147545	16.9713	0.8609	0.0507
5802at147545	16.8419	0.6046	0.0359
81295at147545	16.7858	0.8546	0.0509
100306at147545	16.7509	0.8735	0.0521
14935at147545	16.7441	0.6719	0.0401
8164at147545	16.6997	0.637	0.0381
107512at147545	16.6525	0.8651	0.052
29133at147545	16.6511	0.9086	0.0546
102540at147545	16.6134	0.554	0.0333
72514at147545	16.5942	0.8725	0.0526
109575at147545	16.5429	0.7284	0.044
74587at147545	16.5069	0.8292	0.0502
112279at147545	16.4837	0.645	0.0391
54268at147545	16.4836	0.2855	0.0173
119856at147545	16.4483	0.832	0.0506
89709at147545	16.4137	0.6548	0.0399
60098at147545	16.3255	0.4199	0.0257
71634at147545	16.2991	0.792	0.0486
89555at147545	16.2611	0.7078	0.0435
20212at147545	16.2379	0.8472	0.0522
99148at147545	16.1686	0.8519	0.0527
6647at147545	16.1558	0.9125	0.0565
29912at147545	16.1285	0.521	0.0323
26114at147545	16.0635	0.6145	0.0383
46483at147545	16.167	0.8955	0.0554
69076at147545	16.087	0.7988	0.0497
36146at147545	16.075	0.7429	0.0462
20455at147545	15.9661	0.5327	0.0334
24437at147545	15.9386	0.8418	0.0528
64520at147545	15.7714	0.4492	0.0285
31410at147545	15.7697	0.9119	0.0578
24003at147545	15.6598	0.8764	0.056
102987at147545	15.6017	0.9952	0.0638
109627at147545	15.4115	0.9239	0.0599
98302at147545	15.4114	0.7434	0.0482
26987at147545	15.3311	0.4793	0.0313
53889at147545	15.2329	0.8856	0.0581
84028at147545	15.2109	0.6987	0.0459
107558at147545	15.0796	0.7383	0.049
116419at147545	15.536	0.7547	0.0486
109532at147545	15.0288	0.8675	0.0577
38023at147545	15.263	0.4203	0.0275
29726at147545	15.163	0.6899	0.0455
29503at147545	15.72	0.9089	0.0578
40123at147545	14.9861	0.9166	0.0612
81356at147545	14.8483	0.6832	0.046
69234at147545	14.5279	0.8386	0.0577
18820at147545	14.5015	0.8526	0.0588
84240at147545	14.4484	0.9452	0.0654
47015at147545	14.4194	0.8322	0.0577
5796at147545	14.3602	0.2234	0.0156
21038at147545	14.2786	0.9628	0.0674
46472at147545	14.2668	0.9098	0.0638
94928at147545	14.2537	0.8182	0.0574
11301at147545	14.1464	0.8055	0.0569
77573at147545	14.1339	0.8816	0.0624
58802at147545	14.1247	0.6518	0.0461
114019at147545	14.993	0.4704	0.0314
37863at147545	14.747	0.4255	0.0289
113585at147545	14.234	0.6556	0.0461
25515at147545	14.214	0.8351	0.0588
27564at147545	13.9462	0.8204	0.0588
92439at147545	13.9427	0.5397	0.0387
76617at147545	13.9217	0.9147	0.0657
109398at147545	13.9119	0.8742	0.0628
24083at147545	13.9077	0.848	0.061
84672at147545	13.8621	0.2233	0.0161
95432at147545	13.8238	0.9415	0.0681
61728at147545	13.7965	0.7993	0.0579
12098at147545	13.7412	0.5649	0.0411
91616at147545	13.7126	0.754	0.055
78534at147545	13.6426	0.8345	0.0612
100737at147545	13.6079	0.5358	0.0394
37895at147545	13.5974	0.8537	0.0628
53275at147545	13.5825	0.7002	0.0516
82014at147545	13.5501	0.7441	0.0549
56504at147545	13.5416	0.6787	0.0501
111245at147545	13.5393	0.6982	0.0516
56758at147545	13.5034	0.8631	0.0639
497at147545	13.4707	0.7863	0.0584
45187at147545	13.4496	0.8986	0.0668
68539at147545	13.4451	0.7619	0.0567
37578at147545	13.3821	0.8894	0.0665
75416at147545	13.3576	0.7669	0.0574
69032at147545	13.3195	0.8665	0.0651
91521at147545	13.2997	0.0903	0.0068
15982at147545	13.1753	0.9257	0.0703
10144at147545	13.1526	0.9233	0.0702
22277at147545	13.0816	0.5964	0.0456
101348at147545	13.739	0.6671	0.0486
27390at147545	13.0504	0.6085	0.0466
80264at147545	13.467	0.8683	0.0645
109483at147545	13.0334	0.4372	0.0335
37653at147545	13.0294	0.7507	0.0576
100376at147545	13.147	0.7354	0.0559
55571at147545	12.9923	0.5793	0.0446
115853at147545	12.9142	0.9502	0.0736
94671at147545	12.8982	0.8657	0.0671
77091at147545	12.8735	0.9209	0.0715
36943at147545	12.8367	0.8987	0.07
35334at147545	12.8191	0.4291	0.0335
14414at147545	12.7679	0.8725	0.0683
70481at147545	12.7257	0.4338	0.0341
5745at147545	12.6708	0.817	0.0645
5529at147545	12.6594	0.6318	0.0499
18226at147545	12.6389	0.8262	0.0654
75408at147545	12.6369	0.5561	0.044
49324at147545	12.6343	0.6451	0.0511
42371at147545	12.6316	0.5905	0.0467
62218at147545	12.6238	0.6364	0.0504
13182at147545	12.6009	0.8499	0.0674
33175at147545	12.5983	0.8709	0.0691
103547at147545	12.5888	0.8127	0.0646
50013at147545	12.5133	0.9161	0.0732
48260at147545	12.5052	0.8595	0.0687
22185at147545	12.4981	0.5622	0.045
108318at147545	12.4279	0.6443	0.0518
61549at147545	12.3893	0.8831	0.0713
45871at147545	12.3815	0.8697	0.0702
31514at147545	12.3691	0.5556	0.0449
119at147545	12.3524	0.3138	0.0254
63448at147545	12.3505	0.8569	0.0694
101574at147545	12.3497	0.4472	0.0362
64095at147545	12.3115	0.9254	0.0752
89218at147545	12.3052	0.8132	0.0661
18429at147545	12.2999	0.9436	0.0767
89636at147545	12.2541	0.9048	0.0738
83042at147545	12.2473	0.8102	0.0662
11005at147545	12.2319	0.8138	0.0665
97119at147545	12.2206	0.5145	0.0421
14829at147545	12.1516	0.8912	0.0733
93593at147545	12.1485	0.9091	0.0748
81915at147545	12.1429	0.8255	0.068
59003at147545	12.1293	0.7404	0.061
58208at147545	12.1241	0.5245	0.0433
64802at147545	12.1209	0.4213	0.0348
114780at147545	12.0963	0.7402	0.0612
38579at147545	12.936	0.8544	0.0661
46556at147545	12.711	0.9068	0.0713
61296at147545	12.0535	0.929	0.0771
79761at147545	12.0534	0.8782	0.0729
10187at147545	12.421	0.6919	0.0557
87852at147545	12.382	0.6514	0.0526
68482at147545	12.0372	0.8375	0.0696
78468at147545	12.0316	0.7664	0.0637
99876at147545	12.0255	0.9313	0.0774
96581at147545	12.0207	0.9467	0.0788
20050at147545	12.193	0.6744	0.0553
36092at147545	12.128	0.871	0.0718
27968at147545	11.9661	0.5261	0.044
64926at147545	11.8513	0.7896	0.0666
82953at147545	11.8087	0.8153	0.069
14069at147545	11.8017	0.3564	0.0302
97093at147545	11.7999	0.5726	0.0485
100767at147545	11.7862	0.8747	0.0742
92132at147545	11.6999	0.7304	0.0624
64273at147545	11.6772	0.8319	0.0712
61964at147545	11.6514	0.8772	0.0753
99572at147545	11.6492	0.2945	0.0253
93688at147545	11.6268	0.8638	0.0743
37386at147545	11.6139	0.8713	0.075
28312at147545	11.6032	0.7334	0.0632
53241at147545	11.5929	0.6399	0.0552
15851at147545	11.5847	0.4052	0.035
71011at147545	11.5555	0.6092	0.0527
94200at147545	11.4893	0.5978	0.052
100859at147545	11.4847	0.8375	0.0729
34677at147545	11.4587	0.8647	0.0755
104149at147545	11.4313	0.9095	0.0796
47684at147545	11.4061	0.5618	0.0493
5944at147545	11.3752	0.7896	0.0694
6433at147545	11.3737	0.5919	0.052
24451at147545	11.3692	0.8994	0.0791
110972at147545	11.3671	0.8899	0.0783
27151at147545	11.2888	0.637	0.0564
33739at147545	11.2779	0.8972	0.0796
56019at147545	11.2705	0.728	0.0646
26355at147545	11.2696	0.8065	0.0716
113943at147545	11.2589	0.854	0.0759
34781at147545	11.2554	0.6353	0.0564
106352at147545	11.2275	0.4132	0.0368
75150at147545	11.2246	0.878	0.0782
71636at147545	11.2169	0.6097	0.0544
17336at147545	11.2032	0.2875	0.0257
40237at147545	11.2013	0.6268	0.056
70182at147545	11.1943	0.8846	0.079
21084at147545	11.1875	0.3747	0.0335
95380at147545	11.1763	0.8947	0.0801
104175at147545	11.1408	0.8174	0.0734
21242at147545	11.1256	0.5969	0.0537
26202at147545	11.933	0.7563	0.0634
108575at147545	11.0785	0.3342	0.0302
41588at147545	11.0754	0.8926	0.0806
48179at147545	11.741	0.8553	0.0728
46158at147545	11.0633	0.9058	0.0819
50601at147545	11.0475	0.7123	0.0645
39740at147545	11.0441	0.5589	0.0506
108596at147545	11.0395	0.8446	0.0765
82246at147545	11.383	0.9147	0.0804
61606at147545	11.283	0.669	0.0593
119569at147545	11.0259	0.8759	0.0794
24189at147545	11.193	0.8938	0.0799
71497at147545	11.0124	0.4252	0.0386
60630at147545	11.25	0.865	0.0769
11836at147545	10.9919	0.5158	0.0469
66530at147545	10.9823	0.6532	0.0595
70628at147545	10.9796	0.4948	0.0451
9045at147545	10.9787	0.9315	0.0848
77517at147545	10.9739	0.5736	0.0523
81109at147545	10.9647	0.769	0.0701
74379at147545	10.9229	0.6142	0.0562
50664at147545	10.9107	0.6014	0.0551
69731at147545	10.9034	0.893	0.0819
65960at147545	10.8971	0.8746	0.0803
7069at147545	10.8792	0.6151	0.0565
83670at147545	10.8753	0.8832	0.0812
113712at147545	10.8697	0.8816	0.0811
26504at147545	10.8693	0.4805	0.0442
3407at147545	10.8606	0.845	0.0778
2600at147545	10.8593	0.8347	0.0769
68375at147545	10.8586	0.918	0.0845
111549at147545	10.8378	0.6454	0.0596
87495at147545	10.8318	0.9331	0.0861
45919at147545	10.8212	0.6085	0.0562
38849at147545	10.8004	0.6092	0.0564
95916at147545	10.7599	0.784	0.0729
13135at147545	10.7462	0.7434	0.0692
100962at147545	10.7386	0.8674	0.0808
71919at147545	10.7364	0.8618	0.0803
35177at147545	10.7352	0.5895	0.0549
4319at147545	10.7064	0.5641	0.0527
100704at147545	10.6907	0.3814	0.0357
90579at147545	10.6811	0.3031	0.0284
12176at147545	10.6762	0.5587	0.0523
78935at147545	10.6741	0.6645	0.0623
100729at147545	10.6727	0.869	0.0814
25102at147545	10.6665	0.699	0.0655
28433at147545	10.6638	0.8778	0.0823
23523at147545	10.6398	0.5568	0.0523
37532at147545	10.5975	0.6231	0.0588
19123at147545	10.5411	0.8456	0.0802
20784at147545	10.5077	0.8431	0.0802
71621at147545	10.4997	0.7847	0.0747
109722at147545	10.4602	0.8972	0.0858
20130at147545	10.4523	0.5103	0.0488
84427at147545	10.4493	0.7455	0.0713
60657at147545	10.4413	0.6799	0.0651
55215at147545	10.4356	0.4907	0.047
116986at147545	10.4092	0.9467	0.0909
100008at147545	10.4006	0.9508	0.0914
52463at147545	10.3698	0.796	0.0768
24558at147545	10.3504	0.4988	0.0482
41267at147545	10.3485	0.6071	0.0587
70705at147545	10.3252	0.5695	0.0552
107739at147545	10.3195	0.9739	0.0944
39702at147545	10.3162	0.5551	0.0538
106069at147545	10.3041	0.6073	0.0589
45835at147545	10.2887	0.535	0.052
39716at147545	10.2735	0.7913	0.077
64177at147545	10.2671	0.9069	0.0883
25923at147545	10.2608	0.5143	0.0501
28432at147545	10.2524	0.5428	0.0529
40122at147545	10.2488	0.5032	0.0491
14145at147545	10.2451	0.8338	0.0814
86342at147545	10.2401	0.8544	0.0834
37906at147545	10.2331	0.8471	0.0828
11403at147545	10.2286	0.6054	0.0592
12780at147545	10.2011	0.8709	0.0854
26461at147545	10.1939	0.7369	0.0723
90787at147545	10.1491	0.8532	0.0841
62834at147545	10.1347	0.3706	0.0366
95114at147545	10.1169	0.8832	0.0873
30179at147545	10.1168	0.8241	0.0815
38003at147545	10.1139	0.8483	0.0839
109790at147545	10.1043	0.6433	0.0637
25435at147545	10.0727	0.8456	0.0839
14656at147545	10.0721	0.6006	0.0596
77015at147545	10.0611	0.9114	0.0906
77995at147545	10.0473	0.6208	0.0618
101134at147545	10.452	0.6547	0.0626
94340at147545	10.436	0.8991	0.0862
101795at147545	10.0089	0.6779	0.0677
114130at147545	10.061	0.8308	0.0826
73852at147545	9.9999	0.8925	0.0893
294at147545	9.9939	0.8995	0.09
16475at147545	9.9651	0.3701	0.0371
35111at147545	9.9456	0.8072	0.0812
116391at147545	9.9426	0.2651	0.0267
46940at147545	9.8906	0.8757	0.0885
36843at147545	9.8891	0.8761	0.0886
62642at147545	9.8883	0.6153	0.0622
41607at147545	9.8568	0.697	0.0707
98277at147545	9.8549	0.3595	0.0365
15436at147545	9.8489	0.883	0.0896
46169at147545	9.8384	0.4898	0.0498
4711at147545	9.7861	0.6578	0.0672
90628at147545	9.7664	0.8628	0.0883
54981at147545	9.7605	0.5895	0.0604
29745at147545	9.7597	0.9293	0.0952
50336at147545	9.7591	0.7826	0.0802
12652at147545	9.7553	0.4201	0.0431
75348at147545	9.7527	0.5584	0.0573
9445at147545	9.7341	0.3641	0.0374
118289at147545	9.7261	0.3422	0.0352
95926at147545	9.7227	0.8248	0.0848
9736at147545	9.7178	0.8696	0.0895
52628at147545	9.7136	0.5395	0.0555
95222at147545	9.7043	0.7925	0.0817
107606at147545	9.6897	0.8148	0.0841
93661at147545	9.6884	0.5707	0.0589
45495at147545	9.6843	0.3395	0.0351
2836at147545	9.6722	0.8251	0.0853
9236at147545	9.6677	0.9096	0.0941
73278at147545	9.6616	0.5464	0.0565
6378at147545	9.6451	0.8086	0.0838
120315at147545	9.6419	0.7462	0.0774
15502at147545	9.6198	0.8802	0.0915
51831at147545	9.6153	0.7959	0.0828
55858at147545	9.6066	0.6519	0.0679
91518at147545	9.5991	0.5111	0.0532
15201at147545	9.5821	0.7959	0.0831
111163at147545	9.5796	0.9003	0.094
89167at147545	9.5779	0.4803	0.0501
54494at147545	9.5672	0.9666	0.101
84312at147545	9.5612	0.8885	0.0929
39470at147545	9.5612	0.4513	0.0472
116790at147545	9.5536	0.8311	0.087
105354at147545	9.5493	0.4524	0.0474
6495at147545	9.5313	0.9966	0.1046
44119at147545	9.5261	0.8889	0.0933
61233at147545	9.5092	0.8956	0.0942
25301at147545	9.4948	0.8868	0.0934
89295at147545	9.4878	0.6375	0.0672
42537at147545	9.4793	0.8937	0.0943
43510at147545	9.4502	0.7412	0.0784
39989at147545	9.4326	0.8071	0.0856
39471at147545	9.4301	0.6536	0.0693
33412at147545	9.4239	0.4702	0.0499
119648at147545	9.3978	0.5044	0.0537
116317at147545	9.3699	0.4794	0.0512
12493at147545	9.3457	0.356	0.0381
33886at147545	9.3254	0.509	0.0546
34428at147545	9.3131	0.9148	0.0982
8125at147545	9.3022	0.4346	0.0467
86815at147545	9.2981	0.9067	0.0975
39535at147545	9.2497	0.8639	0.0934
86398at147545	9.2453	0.3919	0.0424
66521at147545	9.2378	0.7141	0.0773
111944at147545	9.2311	0.8815	0.0955
79344at147545	9.2291	0.7968	0.0863
101788at147545	9.2077	0.8651	0.094
109787at147545	9.2036	0.8352	0.0907
50723at147545	9.1984	0.8951	0.0973
114380at147545	9.1953	0.6112	0.0665
45215at147545	9.1735	0.5913	0.0645
23644at147545	9.1693	0.622	0.0678
103870at147545	9.1678	0.7318	0.0798
14765at147545	9.1544	0.4059	0.0443
66148at147545	9.1527	0.8761	0.0957
86067at147545	9.1497	0.3939	0.043
44550at147545	9.1439	0.4607	0.0504
100882at147545	9.1372	0.9079	0.0994
50197at147545	9.1361	0.6054	0.0663
47474at147545	9.1307	0.8266	0.0905
111560at147545	9.1022	0.8891	0.0977
106146at147545	9.1015	0.9121	0.1002
41304at147545	9.1011	0.378	0.0415
33696at147545	9.922	0.734	0.074
44291at147545	9.0888	0.9026	0.0993
62464at147545	9.0879	0.4959	0.0546
33327at147545	9.0871	0.8462	0.0931
106778at147545	9.823	0.9207	0.0937
100596at147545	9.0802	0.6142	0.0676
73019at147545	9.0791	0.6042	0.0665
75405at147545	9.0756	0.4606	0.0508
89908at147545	9.714	0.5442	0.056
57665at147545	9.636	0.7279	0.0755
16461at147545	9.628	0.7889	0.0819
9906at147545	9.0626	0.8884	0.098
46032at147545	9.0491	0.4899	0.0541
34687at147545	9.423	0.6402	0.0679
58034at147545	9.0345	0.8265	0.0915
16984at147545	9.146	0.6264	0.0685
25011at147545	9.0054	0.4683	0.052
73403at147545	9.0025	0.7552	0.0839
22650at147545	8.9937	0.6009	0.0668
64011at147545	8.9899	0.3524	0.0392
8037at147545	8.9716	0.5321	0.0593
98760at147545	8.9714	0.3789	0.0422
119464at147545	8.9585	0.3084	0.0344
77102at147545	8.9501	0.7828	0.0875
16715at147545	8.9437	0.9557	0.1069
41454at147545	8.9217	0.842	0.0944
9584at147545	8.8967	0.4394	0.0494
53480at147545	8.8824	0.7023	0.0791
16673at147545	8.8796	0.8513	0.0959
64300at147545	8.8701	0.5264	0.0593
105240at147545	8.8481	0.7472	0.0844
50485at147545	8.8306	0.6418	0.0727
83229at147545	8.8152	0.589	0.0668
11895at147545	8.7973	0.683	0.0776
24668at147545	8.7868	0.3854	0.0439
24930at147545	8.7698	0.5166	0.0589
35700at147545	8.7682	0.8114	0.0925
85258at147545	8.7545	0.8124	0.0928
26701at147545	8.7477	0.6389	0.073
28864at147545	8.7393	0.5495	0.0629
5747at147545	8.7384	0.4369	0.05
36757at147545	8.7257	0.5235	0.06
93168at147545	8.7102	0.6445	0.074
87398at147545	8.7029	0.8151	0.0937
26997at147545	8.6909	0.5869	0.0675
60818at147545	8.6626	0.8698	0.1004
52700at147545	8.6589	0.4834	0.0558
63327at147545	8.6541	0.7052	0.0815
88519at147545	8.6444	0.3023	0.035
115666at147545	8.6279	0.7086	0.0821
56239at147545	8.6202	0.8996	0.1044
103811at147545	8.6121	0.8764	0.1018
102449at147545	8.6047	0.832	0.0967
5783at147545	8.5903	0.8832	0.1028
93635at147545	8.5891	0.8072	0.094
12299at147545	8.5831	0.8371	0.0975
11104at147545	8.5676	0.5225	0.061
96685at147545	8.5669	0.4073	0.0475
94346at147545	8.5638	0.5184	0.0605
18528at147545	8.5544	0.6086	0.0711
70136at147545	8.5492	0.7034	0.0823
1537at147545	8.5379	0.7443	0.0872
99875at147545	8.5371	0.3381	0.0396
92310at147545	8.5361	0.8913	0.1044
41665at147545	8.5343	0.7603	0.0891
5450at147545	8.5182	0.8747	0.1027
5587at147545	8.5127	0.876	0.1029
96368at147545	8.5111	0.9158	0.1076
3962at147545	8.4996	0.6192	0.0729
65565at147545	8.4862	0.7054	0.0831
81638at147545	8.4815	0.7695	0.0907
90947at147545	8.4726	0.6607	0.078
80518at147545	8.4598	0.5647	0.0668
113928at147545	8.4567	0.765	0.0905
37943at147545	8.4515	0.5134	0.0607
56377at147545	8.4468	0.5696	0.0674
22533at147545	8.4457	0.9411	0.1114
29887at147545	8.4306	0.5767	0.0684
114535at147545	8.4214	0.8887	0.1055
51773at147545	8.4206	0.209	0.0248
58021at147545	8.3999	0.7078	0.0843
87457at147545	8.3977	0.8389	0.0999
6652at147545	8.3883	0.3313	0.0395
55872at147545	8.3762	0.4963	0.0592
9226at147545	8.3447	0.6723	0.0806
91240at147545	8.3312	0.7748	0.093
2412at147545	8.3216	0.2415	0.029
64321at147545	8.3157	0.3583	0.0431
14662at147545	8.3118	0.8528	0.1026
99732at147545	8.3095	0.7474	0.0899
72947at147545	8.3048	0.8981	0.1081
30895at147545	8.2964	0.7769	0.0936
47037at147545	8.2883	0.5342	0.0645
85587at147545	8.2827	0.5519	0.0666
11902at147545	8.2812	0.5157	0.0623
80485at147545	8.2781	0.7466	0.0902
88995at147545	8.2711	0.8293	0.1003
81886at147545	8.2666	0.7618	0.0922
41528at147545	8.2572	0.9203	0.1115
56431at147545	8.2565	0.8647	0.1047
111131at147545	8.2525	0.7596	0.092
97589at147545	8.2479	0.7283	0.0883
70457at147545	8.2459	0.4988	0.0605
94487at147545	8.2329	0.7907	0.096
20796at147545	8.2194	0.8121	0.0988
53380at147545	8.2194	0.413	0.0502
115563at147545	8.2189	0.8429	0.1026
67649at147545	8.2164	0.8257	0.1005
41472at147545	8.2093	0.6545	0.0797
24805at147545	8.1958	0.6805	0.083
48455at147545	8.1883	0.6377	0.0779
23066at147545	8.1876	0.5367	0.0655
73088at147545	8.1865	0.7033	0.0859
89126at147545	8.1824	0.63	0.077
19509at147545	8.1732	0.5535	0.0677
70947at147545	8.1716	0.7574	0.0927
71371at147545	8.1619	0.528	0.0647
109952at147545	8.1618	0.6556	0.0803
7286at147545	8.1609	0.4437	0.0544
30788at147545	8.1593	0.3346	0.041
120450at147545	8.1332	0.5629	0.0692
21061at147545	8.1312	0.8589	0.1056
25366at147545	8.1268	0.5953	0.0732
33975at147545	8.1166	0.7064	0.087
95064at147545	8.1161	0.8854	0.1091
38658at147545	8.1155	0.4291	0.0529
53995at147545	8.1152	0.414	0.051
19375at147545	8.0909	0.5875	0.0726
13748at147545	8.887	0.864	0.0972
88989at147545	8.0881	0.6864	0.0849
83664at147545	8.879	0.8734	0.0984
16093at147545	8.0732	0.3225	0.0399
52182at147545	8.0697	0.817	0.1012
12222at147545	8.0695	0.6442	0.0798
42725at147545	8.0686	0.5979	0.0741
104083at147545	8.0643	0.7172	0.0889
576at147545	8.602	0.3546	0.0412
62665at147545	8.584	0.9062	0.1056
3992at147545	8.576	0.2592	0.0302
90914at147545	8.0556	0.4474	0.0555
75022at147545	8.0531	0.4949	0.0615
22248at147545	8.0527	0.8037	0.0998
98271at147545	8.0453	0.1448	0.018
67933at147545	8.424	0.7479	0.0888
92555at147545	8.0388	0.9551	0.1188
17783at147545	8.0337	0.8282	0.1031
46566at147545	8.332	0.42	0.0504
51844at147545	8.296	0.3844	0.0463
69383at147545	8.284	0.8271	0.0998
53825at147545	8.273	0.5713	0.0691
70052at147545	8.0268	0.5388	0.0671
65347at147545	8.0265	0.7599	0.0947
98260at147545	8.219	0.8199	0.0998
40437at147545	8.0195	0.4567	0.0569
115520at147545	8.0164	0.6528	0.0814
26838at147545	8.0145	0.4313	0.0538
14249at147545	8.0137	0.8472	0.1057
87719at147545	8.083	0.8473	0.1048
56919at147545	8.77	0.4475	0.051
3807at147545	8.75	0.5244	0.0599
91704at147545	8.61	0.588	0.0683
12769at147545	8.022	0.773	0.0964
79296at147545	7.9989	0.8475	0.106
96592at147545	7.9947	0.6341	0.0793
27129at147545	7.9685	0.6922	0.0869
70779at147545	7.9678	0.9091	0.1141
88806at147545	7.9553	0.4636	0.0583
62094at147545	7.9524	0.8608	0.1082
26140at147545	7.9485	0.8944	0.1125
22758at147545	7.9483	0.5619	0.0707
77079at147545	7.9471	0.8707	0.1096
100432at147545	7.9379	0.8095	0.102
47410at147545	7.9324	0.2489	0.0314
23065at147545	7.9314	0.7442	0.0938
11355at147545	7.9223	0.8084	0.102
52476at147545	7.9155	0.491	0.062
40599at147545	7.9029	0.7658	0.0969
28631at147545	7.9026	0.3103	0.0393
114790at147545	7.8996	0.8286	0.1049
53718at147545	7.8939	0.7237	0.0917
53619at147545	7.8834	0.6932	0.0879
65076at147545	7.8833	0.5715	0.0725
2090at147545	7.8824	0.6915	0.0877
18093at147545	7.8776	0.8596	0.1091
52017at147545	7.8765	0.4667	0.0593
88971at147545	7.8749	0.8938	0.1135
105463at147545	7.8743	0.5804	0.0737
29427at147545	7.8737	0.6859	0.0871
51186at147545	7.8676	0.764	0.0971
26609at147545	7.8491	0.3524	0.0449
96959at147545	7.8425	0.9154	0.1167
60498at147545	7.8358	0.8457	0.1079
105379at147545	7.8203	0.4325	0.0553
51271at147545	7.8173	0.9435	0.1207
70641at147545	7.8137	0.8993	0.1151
107615at147545	7.8127	0.7055	0.0903
17400at147545	7.8124	0.5038	0.0645
37162at147545	7.8074	0.8664	0.111
106653at147545	7.8046	0.3812	0.0488
98634at147545	7.7932	0.4793	0.0615
105486at147545	7.7922	0.7988	0.1025
113348at147545	7.7874	0.8928	0.1147
101552at147545	7.7839	0.9379	0.1205
111913at147545	7.7816	0.8072	0.1037
39754at147545	7.7584	0.2892	0.0373
33289at147545	7.7496	0.4635	0.0598
73444at147545	7.7463	0.3416	0.0441
117719at147545	7.7413	0.3179	0.0411
6006at147545	7.7184	0.8957	0.116
88951at147545	7.7146	0.5114	0.0663
7161at147545	7.7125	0.7264	0.0942
65658at147545	7.7107	0.2323	0.0301
8953at147545	7.7036	0.3899	0.0506
67173at147545	7.6977	0.8258	0.1073
120752at147545	7.6969	0.9294	0.1208
83486at147545	7.6785	0.8708	0.1134
28553at147545	7.6751	0.4945	0.0644
10234at147545	7.6711	0.5719	0.0745
14723at147545	7.6696	0.1999	0.0261
