GENE	TREENESS_RATIO	treeness	RCV
11046at147545	6.2401	0.9523	0.1526
110512at147545	4.681	0.4671	0.0998
110674at147545	1.7944	0.5365	0.299
110698at147545	20.9664	0.8136	0.0388
110709at147545	1.2206	0.5568	0.4562
110789at147545	4.6807	0.3262	0.0697
11088at147545	3.4418	0.3768	0.1095
11089at147545	4.0036	0.7046	0.176
110954at147545	1.1007	0.2787	0.2532
110972at147545	11.3671	0.8899	0.0783
111005at147545	1.645	0.4642	0.2822
11104at147545	8.5676	0.5225	0.061
11105at147545	6.745	0.4472	0.0663
111131at147545	8.2525	0.7596	0.092
111163at147545	9.5796	0.9003	0.094
111201at147545	1.0404	0.1631	0.1568
111245at147545	13.5393	0.6982	0.0516
111370at147545	2.7561	0.3363	0.122
111391at147545	1.8336	0.5015	0.2735
11139at147545	3.8846	0.6483	0.1669
111412at147545	2.4914	0.5014	0.2012
111435at147545	4.0223	0.3751	0.0933
111462at147545	4.0495	0.3155	0.0779
111473at147545	5.041	0.8648	0.1716
111499at147545	2.0031	0.2402	0.1199
111536at147545	17.0901	0.7918	0.0463
111549at147545	10.8378	0.6454	0.0596
111560at147545	9.1022	0.8891	0.0977
111572at147545	2.8012	0.6937	0.2477
111577at147545	5.2566	0.8155	0.1551
111593at147545	3.2602	0.4854	0.1489
11161at147545	1.8449	0.263	0.1425
111628at147545	6.9623	0.1874	0.0269
111668at147545	29.805	0.6777	0.0227
111672at147545	1.7912	0.101	0.0564
11167at147545	1.479	0.2898	0.196
111738at147545	7.2988	0.5477	0.075
111775at147545	1.5065	0.4941	0.328
11179at147545	2.3148	0.2944	0.1272
11182at147545	1.458	0.209	0.1433
111910at147545	2.9529	0.3364	0.1139
111913at147545	7.7816	0.8072	0.1037
111944at147545	9.2311	0.8815	0.0955
111971at147545	1.4415	0.2235	0.155
111975at147545	3.3216	0.6084	0.1832
112001at147545	5.7988	0.6697	0.1155
112020at147545	3.1092	0.5455	0.1755
112028at147545	1.6202	0.4095	0.2527
112055at147545	5.8169	0.8828	0.1518
112070at147545	4.53	0.532	0.1174
112088at147545	1.3398	0.2715	0.2026
112094at147545	5.1999	0.5251	0.101
112150at147545	2.789	0.5835	0.2092
112169at147545	1.9734	0.3072	0.1557
112177at147545	6.576	0.6225	0.0947
112194at147545	3.8289	0.544	0.1421
112279at147545	16.4837	0.645	0.0391
112286at147545	3.8818	0.2284	0.0588
112316at147545	20.8057	0.5621	0.027
112381at147545	4.0137	0.5257	0.131
112452at147545	3.6054	0.4117	0.1142
112454at147545	18.6178	0.5852	0.0314
112465at147545	2.0015	0.3919	0.1958
112526at147545	171.0155	0.9995	0.0058
112533at147545	3.4663	0.1577	0.0455
112588at147545	7.2199	0.8776	0.1216
11260at147545	2.9188	0.6676	0.2287
112642at147545	1.7621	0.2332	0.1324
112660at147545	5.0807	0.6829	0.1344
11268at147545	4.0146	0.5237	0.1305
112699at147545	3.6744	0.484	0.1317
112741at147545	4.9151	0.4958	0.1009
11274at147545	6.9366	0.4527	0.0653
112828at147545	1.9549	0.3642	0.1863
112839at147545	1.2741	0.4324	0.3394
11283at147545	2.5275	0.4946	0.1957
112902at147545	4.2111	0.6629	0.1574
112969at147545	2.7122	0.4376	0.1614
112977at147545	2.9779	0.8419	0.2827
11298at147545	2.6642	0.4715	0.177
113003at147545	5.2463	0.5031	0.0959
11301at147545	14.1464	0.8055	0.0569
113109at147545	3.8989	0.3565	0.0914
113116at147545	3.1131	0.5659	0.1818
113121at147545	5.1626	0.8995	0.1742
113185at147545	1.2165	0.5627	0.4626
113186at147545	4.508	0.6096	0.1352
113208at147545	2.2714	0.2183	0.0961
113211at147545	4.627	0.4393	0.095
113238at147545	2.0542	0.4495	0.2188
113255at147545	1.9896	0.4049	0.2035
113324at147545	7.1459	0.4931	0.069
113348at147545	7.7874	0.8928	0.1147
11334at147545	1.7907	0.3577	0.1997
11335at147545	2.552	0.4744	0.1859
11338at147545	2.505	0.5587	0.223
113405at147545	2.8806	0.9994	0.3469
11341at147545	2.5554	0.4628	0.1811
113428at147545	3.2921	0.4308	0.1309
113440at147545	1.6025	0.1447	0.0903
113446at147545	6.3421	0.8539	0.1346
113464at147545	4.0153	0.9329	0.2323
113476at147545	4.8889	0.4381	0.0896
113516at147545	6.0099	0.3446	0.0573
113528at147545	2.4312	0.2698	0.111
11355at147545	7.9223	0.8084	0.102
113585at147545	14.234	0.6556	0.0461
113595at147545	5.942	0.6791	0.1143
113599at147545	2.5002	0.2037	0.0815
113631at147545	6.6152	0.9165	0.1385
113667at147545	2.4475	0.317	0.1295
113712at147545	10.8697	0.8816	0.0811
113722at147545	3.6216	0.6331	0.1748
113751at147545	1.4426	0.2253	0.1562
113838at147545	1.5751	0.2462	0.1563
113879at147545	1.1135	0.3075	0.2761
113928at147545	8.4567	0.765	0.0905
113943at147545	11.2589	0.854	0.0759
11395at147545	3.6654	0.5638	0.1538
113970at147545	17.9499	0.9883	0.0551
113at147545	0.9675	0.365	0.3772
114019at147545	14.993	0.4704	0.0314
11403at147545	10.2286	0.6054	0.0592
114130at147545	10.061	0.8308	0.0826
114216at147545	3.5854	0.307	0.0856
114217at147545	17.1	0.8102	0.0474
11426at147545	0.8944	0.2303	0.2575
114291at147545	6.2335	0.4303	0.069
114312at147545	2.6927	0.595	0.221
11431at147545	3.0527	0.9177	0.3006
114334at147545	1.5896	0.1516	0.0953
114360at147545	0.6446	0.1317	0.2043
114368at147545	1.2995	0.2078	0.1599
114380at147545	9.1953	0.6112	0.0665
114430at147545	2.8897	0.5167	0.1788
114462at147545	6.4576	0.8041	0.1245
114499at147545	2.5606	0.8906	0.3478
11450at147545	2.8967	0.27	0.0932
114535at147545	8.4214	0.8887	0.1055
114578at147545	1.2991	0.3502	0.2696
114618at147545	5.3153	0.6143	0.1156
114625at147545	2.4584	0.2138	0.087
114681at147545	3.9424	0.6301	0.1598
114695at147545	5.3859	0.8604	0.1597
114715at147545	5.5196	0.7689	0.1393
114745at147545	6.1443	0.4565	0.0743
114780at147545	12.0963	0.7402	0.0612
114790at147545	7.8996	0.8286	0.1049
114818at147545	5.1947	0.3381	0.0651
11481at147545	2.9942	0.4243	0.1417
114902at147545	4.0216	0.7019	0.1745
114919at147545	6.8797	0.5893	0.0857
114932at147545	2.7801	0.0712	0.0256
114965at147545	4.4947	0.6801	0.1513
11502at147545	2.8045	0.5632	0.2008
11506at147545	3.2193	0.3426	0.1064
115083at147545	4.6415	0.3487	0.0751
115158at147545	3.0171	0.5177	0.1716
115182at147545	6.2859	0.6145	0.0978
115286at147545	3.9373	0.6944	0.1764
115309at147545	2.6245	0.2822	0.1075
115336at147545	3.9819	0.537	0.1349
115347at147545	2.7409	0.4807	0.1754
115412at147545	4.1892	0.2516	0.0601
115456at147545	0.6304	0.1075	0.1705
115505at147545	1.2101	0.3162	0.2613
115520at147545	8.0164	0.6528	0.0814
115563at147545	8.2189	0.8429	0.1026
115580at147545	1.2411	0.1896	0.1527
11558at147545	4.1581	0.8382	0.2016
115666at147545	8.6279	0.7086	0.0821
115785at147545	3.2629	0.236	0.0723
115802at147545	20.7603	0.91	0.0438
115844at147545	2.7495	0.4809	0.1749
115853at147545	12.9142	0.9502	0.0736
115922at147545	3.2339	0.9112	0.2818
115987at147545	4.1073	0.5721	0.1393
11600at147545	1.3928	0.2431	0.1745
116073at147545	2.104	0.3038	0.1444
116100at147545	6.3246	0.7225	0.1142
116199at147545	1.2463	0.3793	0.3044
116253at147545	5.105	0.4633	0.0908
116298at147545	4.4092	0.4989	0.1132
116300at147545	1.9532	0.5075	0.2598
116301at147545	2.0101	0.6532	0.325
116317at147545	9.3699	0.4794	0.0512
116363at147545	2.8876	0.4503	0.156
116376at147545	3.8901	0.5987	0.1539
116391at147545	9.9426	0.2651	0.0267
116405at147545	2.5332	0.4296	0.1696
116419at147545	15.536	0.7547	0.0486
116421at147545	5.4965	0.4524	0.0823
116440at147545	5.3154	0.3526	0.0663
116452at147545	7.0735	0.548	0.0775
11648at147545	1.4692	0.2606	0.1774
116496at147545	4.1404	0.7935	0.1916
116723at147545	7.0445	0.6232	0.0885
116731at147545	5.0238	0.4378	0.0871
116790at147545	9.5536	0.8311	0.087
116808at147545	0.3801	0.018	0.0473
11685at147545	2.0691	0.382	0.1846
116862at147545	4.8755	0.4514	0.0926
116893at147545	4.9922	0.3914	0.0784
116894at147545	3.2088	0.2794	0.0871
116903at147545	4.6696	0.8862	0.1898
116913at147545	2.6907	0.4343	0.1614
116947at147545	6.031	0.3892	0.0645
116986at147545	10.4092	0.9467	0.0909
117015at147545	1.4147	0.336	0.2375
11708at147545	1.6549	0.3658	0.221
117096at147545	1.1715	0.2938	0.2508
117111at147545	5.9334	0.6709	0.1131
117134at147545	6.5849	0.3894	0.0591
11713at147545	3.7384	0.5859	0.1567
117144at147545	5.109	0.7614	0.149
117146at147545	4.9809	0.6593	0.1324
117172at147545	17.161	0.7399	0.0431
117189at147545	4.0761	0.8633	0.2118
117219at147545	7.462	0.4841	0.0649
117235at147545	4.4077	0.4579	0.1039
11733at147545	2.6356	0.2824	0.1071
117361at147545	1.222	0.3981	0.3258
117429at147545	4.6796	0.5085	0.1087
11743at147545	5.9627	0.8289	0.139
11746at147545	7.5064	0.8429	0.1123
117601at147545	3.4965	0.2339	0.0669
117719at147545	7.7413	0.3179	0.0411
117770at147545	3.4189	0.4148	0.1213
117777at147545	30.1249	0.8062	0.0268
11785at147545	1.09	0.2136	0.196
117873at147545	7.1008	0.8541	0.1203
118006at147545	1.7704	0.2063	0.1165
118062at147545	2.6485	0.2607	0.0984
118071at147545	5.2074	0.6899	0.1325
118119at147545	31.1966	0.8026	0.0257
118146at147545	3.1698	0.534	0.1685
118227at147545	4.5326	0.2509	0.0554
118269at147545	0.7689	0.2434	0.3165
118282at147545	5.8076	0.9098	0.1567
118289at147545	9.7261	0.3422	0.0352
1182at147545	1.8191	0.4265	0.2344
118334at147545	3.5396	0.3833	0.1083
118338at147545	7.5201	0.6371	0.0847
118353at147545	3.077	0.5916	0.1922
11836at147545	10.9919	0.5158	0.0469
118403at147545	6.2383	0.9167	0.1469
118410at147545	2.8428	0.7406	0.2605
11861at147545	4.3241	0.3746	0.0866
118627at147545	3.1065	0.3849	0.1239
118659at147545	3.5693	0.2359	0.0661
118715at147545	2.5179	0.4221	0.1676
118724at147545	5.0055	0.6578	0.1314
118738at147545	5.9478	0.3445	0.0579
118756at147545	3.6817	0.6384	0.1734
11881at147545	3.5039	0.292	0.0833
118935at147545	1.9715	0.7249	0.3677
118954at147545	3.4444	0.6967	0.2023
11895at147545	8.7973	0.683	0.0776
11902at147545	8.2812	0.5157	0.0623
119084at147545	1.0543	0.19	0.1802
119204at147545	3.8901	0.5963	0.1533
119262at147545	21.1967	0.8877	0.0419
1192at147545	2.8866	0.4149	0.1437
1193at147545	2.8462	0.5888	0.2069
119444at147545	5.4745	0.7213	0.1318
119464at147545	8.9585	0.3084	0.0344
119477at147545	3.6182	0.1225	0.0338
119569at147545	11.0259	0.8759	0.0794
119648at147545	9.3978	0.5044	0.0537
119715at147545	5.9695	0.4143	0.0694
119802at147545	3.0845	0.4947	0.1604
119856at147545	16.4483	0.832	0.0506
11995at147545	0.3776	0.0581	0.1539
119968at147545	0.7162	0.1439	0.2009
119at147545	12.3524	0.3138	0.0254
120068at147545	5.2116	0.6204	0.119
120128at147545	3.564	0.9151	0.2568
120193at147545	3.9392	0.7576	0.1923
12019at147545	2.5196	0.4832	0.1918
120315at147545	9.6419	0.7462	0.0774
120334at147545	1.736	0.8943	0.5151
12036at147545	2.7303	0.5974	0.2188
120450at147545	8.1332	0.5629	0.0692
120604at147545	2.6488	0.203	0.0766
120725at147545	2.6027	0.2337	0.0898
12072at147545	2.9215	0.3498	0.1197
12074at147545	2.5229	0.3527	0.1398
120752at147545	7.6969	0.9294	0.1208
120790at147545	3.5588	0.5783	0.1625
120876at147545	2.2679	0.0668	0.0294
120912at147545	1.5385	0.3317	0.2156
120924at147545	1.8392	0.4275	0.2324
120961at147545	1.6997	0.5949	0.35
12098at147545	13.7412	0.5649	0.0411
12103at147545	1.7887	0.3278	0.1833
121181at147545	2.4612	0.6328	0.2571
121186at147545	6.4297	0.3126	0.0486
12139at147545	2.4779	0.4257	0.1718
12155at147545	4.508	0.6672	0.148
121570at147545	4.1612	0.4913	0.1181
121625at147545	4.1948	0.5809	0.1385
12176at147545	10.6762	0.5587	0.0523
121778at147545	2.6746	0.3871	0.1447
121798at147545	4.2175	0.2647	0.0628
121901at147545	2.7606	0.314	0.1137
12199at147545	2.0353	0.2796	0.1374
12207at147545	3.8644	0.1717	0.0444
122114at147545	7.4849	0.2922	0.039
122186at147545	5.0161	0.2557	0.051
1221at147545	3.4968	0.6766	0.1935
12221at147545	2.5543	0.3911	0.1531
12222at147545	8.0695	0.6442	0.0798
122273at147545	3.3994	0.6481	0.1906
122448at147545	1.8488	0.2106	0.1139
122450at147545	1.3959	0.2878	0.2062
122459at147545	3.8765	0.8612	0.2222
122676at147545	4.2408	0.5602	0.1321
122686at147545	35.2433	0.9255	0.0263
1226at147545	6.5333	0.8439	0.1292
122720at147545	3.8532	0.415	0.1077
1227at147545	3.7344	0.6332	0.1696
122960at147545	2.9351	0.9029	0.3076
12299at147545	8.5831	0.8371	0.0975
12303at147545	3.2451	0.4033	0.1243
12335at147545	0.9017	0.2706	0.3001
12347at147545	3.8866	0.5675	0.146
12356at147545	6.7565	0.5861	0.0867
12490at147545	1.9954	0.2482	0.1244
12493at147545	9.3457	0.356	0.0381
12499at147545	2.3469	0.8996	0.3833
1251at147545	2.9882	0.3935	0.1317
