GENE	TREENESS_RATIO	treeness	RCV
36146at147545	17.5973	0.8003	0.0455
107512at147545	17.5948	0.9537	0.0542
24991at147545	17.4859	0.8083	0.0462
53863at147545	17.4557	0.8685	0.0498
10330at147545	17.2041	0.7336	0.0426
22776at147545	17.1938	0.7118	0.0414
33579at147545	17.1309	0.8533	0.0498
89574at147545	17.0707	0.7231	0.0424
7347at147545	17.454	0.6427	0.0368
5802at147545	17.087	0.6343	0.0371
112279at147545	16.9495	0.6619	0.0391
100316at147545	16.9335	0.5499	0.0325
20455at147545	16.8897	0.607	0.0359
49601at147545	16.8425	0.8328	0.0494
72514at147545	16.6187	0.8781	0.0528
88296at147545	16.4704	0.7762	0.0471
113585at147545	16.4598	0.7496	0.0455
64011at147545	16.3867	0.7019	0.0428
99957at147545	16.3747	0.8969	0.0548
92089at147545	16.2586	0.3995	0.0246
10278at147545	16.1555	0.8507	0.0527
46213at147545	16.0799	0.5864	0.0365
102540at147545	16.0504	0.6445	0.0402
81356at147545	16.491	0.7693	0.0467
84804at147545	15.9204	0.8306	0.0522
14935at147545	15.8724	0.65	0.041
61608at147545	15.8676	0.7384	0.0465
36195at147545	15.7591	0.8279	0.0525
56930at147545	15.7383	0.8234	0.0523
29912at147545	15.7215	0.5145	0.0327
54268at147545	15.7116	0.2974	0.0189
107558at147545	15.6409	0.8039	0.0514
29503at147545	15.5986	0.9386	0.0602
111536at147545	15.5183	0.7369	0.0475
103933at147545	15.3773	0.5958	0.0387
77476at147545	15.3694	0.6035	0.0393
120876at147545	15.3622	0.5064	0.033
55356at147545	15.3348	0.6882	0.0449
89709at147545	15.3253	0.6226	0.0406
54659at147545	15.3228	0.5805	0.0379
71634at147545	15.2065	0.7816	0.0514
51773at147545	15.1629	0.4216	0.0278
62500at147545	15.927	0.2446	0.0154
55603at147545	15.0845	0.6152	0.0408
62834at147545	15.575	0.5888	0.0378
29210at147545	15.0514	0.6757	0.0449
114019at147545	15.0464	0.5066	0.0337
106852at147545	15.403	0.7991	0.0519
98302at147545	15.248	0.7416	0.0486
38023at147545	14.9776	0.4198	0.028
26987at147545	14.8627	0.4863	0.0327
84240at147545	14.7561	0.9797	0.0664
6647at147545	14.7115	0.858	0.0583
8164at147545	14.6275	0.5778	0.0395
23473at147545	14.5726	0.7224	0.0496
81295at147545	14.4835	0.7772	0.0537
68539at147545	14.4623	0.835	0.0577
107636at147545	14.4511	0.5863	0.0406
89555at147545	14.4128	0.671	0.0466
20212at147545	14.3605	0.7581	0.0528
100376at147545	14.3182	0.836	0.0584
74587at147545	14.3096	0.7592	0.0531
56504at147545	14.1965	0.7148	0.0503
26114at147545	14.1542	0.5534	0.0391
46483at147545	14.994	0.8627	0.0575
40123at147545	14.0809	0.8841	0.0628
75408at147545	14.0639	0.5612	0.0399
71497at147545	14.533	0.6024	0.0414
109627at147545	14.0492	0.8799	0.0626
107808at147545	14.427	0.3963	0.0275
58598at147545	14.408	0.427	0.0296
24437at147545	14.0311	0.744	0.053
37863at147545	14.0257	0.4172	0.0297
29133at147545	14.086	0.8276	0.0588
47015at147545	14.0005	0.8352	0.0597
94928at147545	13.9347	0.8336	0.0598
58802at147545	13.8064	0.6601	0.0478
24003at147545	13.7316	0.7795	0.0568
97779at147545	13.6319	0.8313	0.061
111549at147545	13.5686	0.8522	0.0628
90579at147545	13.5166	0.3825	0.0283
497at147545	13.3905	0.7981	0.0596
117219at147545	13.2862	0.8837	0.0665
35215at147545	13.1548	0.5383	0.0409
116317at147545	13.1118	0.7012	0.0535
102987at147545	13.1073	0.9012	0.0688
114217at147545	13.1058	0.6466	0.0493
97093at147545	13.0711	0.6875	0.0526
31514at147545	13.0544	0.6165	0.0472
38579at147545	13.469	0.9025	0.067
101574at147545	13.0366	0.4853	0.0372
17336at147545	13.0179	0.4014	0.0308
21038at147545	12.9779	0.8872	0.0684
45187at147545	12.9492	0.8812	0.068
25515at147545	12.9253	0.7858	0.0608
22277at147545	12.9114	0.5955	0.0461
96219at147545	12.8805	0.5793	0.045
98721at147545	12.8147	0.7163	0.0559
76617at147545	12.7694	0.861	0.0674
102682at147545	12.7557	0.571	0.0448
48530at147545	12.7095	0.8387	0.066
75416at147545	12.6619	0.7529	0.0595
5745at147545	12.6398	0.8291	0.0656
64520at147545	12.6095	0.3746	0.0297
100859at147545	12.4882	0.9087	0.0728
14414at147545	12.4709	0.808	0.0648
46472at147545	12.4372	0.8326	0.0669
33175at147545	12.3547	0.8685	0.0703
55858at147545	12.3331	0.8629	0.07
56919at147545	12.3001	0.6288	0.0511
24083at147545	12.2868	0.7771	0.0632
37532at147545	12.2837	0.7513	0.0612
77573at147545	12.2482	0.7948	0.0649
99148at147545	12.2258	0.7027	0.0575
5529at147545	12.2237	0.6132	0.0502
15982at147545	12.2193	0.868	0.071
114380at147545	12.2044	0.8118	0.0665
100306at147545	12.2001	0.7279	0.0597
64926at147545	12.1724	0.8321	0.0684
12098at147545	12.1386	0.5109	0.0421
61728at147545	12.972	0.7842	0.0604
29726at147545	12.864	0.59	0.0459
4319at147545	12.831	0.7239	0.0564
101348at147545	12.0624	0.6287	0.0521
61964at147545	12.0365	0.9073	0.0754
69234at147545	12.345	0.7576	0.0614
109575at147545	12.0104	0.5481	0.0456
55571at147545	12.076	0.5572	0.0461
109532at147545	11.9938	0.7374	0.0615
94671at147545	11.9803	0.8402	0.0701
82014at147545	11.9532	0.7229	0.0605
108878at147545	11.9463	0.4826	0.0404
27564at147545	11.9327	0.758	0.0635
13182at147545	11.9122	0.7864	0.066
95432at147545	11.8617	0.878	0.074
56758at147545	11.8572	0.8152	0.0688
77517at147545	11.8293	0.6302	0.0533
70628at147545	11.8117	0.5962	0.0505
36943at147545	11.8044	0.8371	0.0709
10144at147545	11.7922	0.8435	0.0715
58208at147545	11.7759	0.4992	0.0424
116419at147545	11.7571	0.7148	0.0608
122686at147545	11.7504	0.4597	0.0391
52628at147545	11.7472	0.6604	0.0562
119856at147545	11.7343	0.626	0.0534
89636at147545	11.7322	0.9024	0.0769
108575at147545	11.7289	0.388	0.0331
62218at147545	11.6773	0.6015	0.0515
37943at147545	11.6685	0.7983	0.0684
53275at147545	11.6275	0.6253	0.0538
3992at147545	11.6237	0.3602	0.031
110972at147545	11.6107	0.9621	0.0829
27390at147545	11.6068	0.5791	0.0499
26355at147545	11.6041	0.8415	0.0725
28312at147545	11.5904	0.7503	0.0647
38709at147545	11.5719	0.5246	0.0453
93593at147545	11.5693	0.8141	0.0704
109483at147545	11.5693	0.4112	0.0355
79761at147545	11.5388	0.8486	0.0735
53889at147545	11.5199	0.7199	0.0625
64802at147545	11.4804	0.4119	0.0359
24668at147545	11.4624	0.5284	0.0461
119464at147545	11.4589	0.4318	0.0377
28631at147545	11.4472	0.4581	0.04
53380at147545	11.4084	0.595	0.0522
111672at147545	11.3339	0.6456	0.057
45835at147545	11.3255	0.6596	0.0582
77091at147545	11.3207	0.8342	0.0737
96581at147545	11.2825	0.8931	0.0792
20050at147545	11.2769	0.6488	0.0575
24451at147545	11.2532	0.9153	0.0813
97119at147545	11.2509	0.4943	0.0439
108318at147545	11.2062	0.5876	0.0524
21242at147545	11.1905	0.6129	0.0548
59003at147545	11.1549	0.6955	0.0623
36092at147545	11.1347	0.8311	0.0746
81676at147545	11.1332	0.5443	0.0489
42371at147545	11.0627	0.5389	0.0487
22185at147545	11.585	0.5423	0.0468
66530at147545	11.0545	0.6513	0.0589
26461at147545	11.0436	0.8062	0.073
47684at147545	11.0323	0.5648	0.0512
24745at147545	11.186	0.5477	0.049
53241at147545	11.149	0.6136	0.055
101795at147545	11.0113	0.8042	0.073
111628at147545	11.031	0.361	0.0327
95380at147545	10.9957	0.8956	0.0815
26504at147545	10.9617	0.4937	0.045
106653at147545	10.9551	0.5829	0.0532
37895at147545	10.9414	0.7635	0.0698
64095at147545	10.9345	0.8584	0.0785
120315at147545	10.9246	0.8643	0.0791
15851at147545	10.9148	0.4043	0.037
18226at147545	10.9019	0.7545	0.0692
34677at147545	10.8708	0.8195	0.0754
86027at147545	10.8643	0.4633	0.0426
24558at147545	10.8581	0.5358	0.0493
63448at147545	10.8446	0.7847	0.0724
45871at147545	10.8416	0.835	0.077
61606at147545	10.8254	0.668	0.0617
71011at147545	10.8218	0.5695	0.0526
10187at147545	10.8171	0.6225	0.0575
56019at147545	10.8041	0.7132	0.066
18429at147545	10.7923	0.8509	0.0788
45215at147545	10.7769	0.7222	0.067
34781at147545	10.7754	0.6227	0.0578
82953at147545	10.7497	0.7591	0.0706
81915at147545	10.7391	0.7542	0.0702
50013at147545	10.7227	0.8009	0.0747
35334at147545	10.6957	0.3686	0.0345
64273at147545	10.6923	0.82	0.0767
71636at147545	10.6811	0.6055	0.0567
26202at147545	10.6784	0.6883	0.0645
103547at147545	10.6773	0.6973	0.0653
46556at147545	10.6683	0.7897	0.074
3407at147545	10.6657	0.8345	0.0782
14069at147545	10.6626	0.3393	0.0318
39740at147545	10.6572	0.5541	0.052
24189at147545	10.6568	0.8676	0.0814
46158at147545	10.6006	0.8724	0.0823
5944at147545	10.5784	0.7617	0.072
49324at147545	10.4976	0.5611	0.0535
6899at147545	10.4793	0.5331	0.0509
75481at147545	10.4697	0.7183	0.0686
37386at147545	10.4641	0.8315	0.0795
14829at147545	10.4432	0.8612	0.0825
35111at147545	10.4415	0.8105	0.0776
68482at147545	10.4361	0.7475	0.0716
106069at147545	10.4359	0.6512	0.0624
61549at147545	10.4141	0.7612	0.0731
39989at147545	10.3947	0.8146	0.0784
83042at147545	10.3915	0.721	0.0694
2412at147545	10.3876	0.3358	0.0323
6433at147545	10.3666	0.5536	0.0534
68375at147545	10.3666	0.886	0.0855
117172at147545	10.3663	0.4793	0.0462
50664at147545	10.3611	0.5819	0.0562
50601at147545	10.3561	0.6846	0.0661
66521at147545	10.3458	0.7959	0.0769
36757at147545	10.3451	0.7044	0.0681
100767at147545	10.3446	0.7921	0.0766
75348at147545	10.3347	0.6215	0.0601
100998at147545	10.3027	0.5918	0.0574
27968at147545	10.2898	0.4726	0.0459
98277at147545	10.2792	0.3852	0.0375
24656at147545	10.2781	0.2097	0.0204
100737at147545	10.2553	0.4496	0.0438
89218at147545	10.2303	0.69	0.0674
88029at147545	10.2197	0.536	0.0524
96257at147545	10.2186	0.5639	0.0552
9445at147545	10.2115	0.3912	0.0383
55215at147545	10.1832	0.4816	0.0473
87495at147545	10.1574	0.8962	0.0882
100704at147545	10.1571	0.3788	0.0373
62642at147545	10.1529	0.648	0.0638
113712at147545	10.1517	0.857	0.0844
35177at147545	10.1455	0.5633	0.0555
60657at147545	10.1418	0.6272	0.0618
70705at147545	10.1199	0.5728	0.0566
70947at147545	10.1153	0.9139	0.0904
60630at147545	10.0973	0.8464	0.0838
109398at147545	10.0972	0.6872	0.0681
18820at147545	10.899	0.8159	0.0749
59728at147545	10.836	0.6557	0.0605
14145at147545	10.0563	0.8271	0.0822
2600at147545	10.0548	0.7849	0.0781
86398at147545	10.0548	0.4836	0.0481
48179at147545	10.0486	0.8201	0.0816
89295at147545	10.0438	0.7027	0.07
65960at147545	10.355	0.8474	0.0818
23066at147545	10.355	0.6724	0.0649
113943at147545	10.165	0.7975	0.0785
108596at147545	10.0037	0.7904	0.079
44119at147545	10.24	0.964	0.0941
40237at147545	9.9876	0.6098	0.0611
20784at147545	9.9719	0.8136	0.0816
83670at147545	9.9664	0.8278	0.0831
105481at147545	9.9432	0.4025	0.0405
17557at147545	9.9393	0.5739	0.0577
93688at147545	9.9347	0.7758	0.0781
98896at147545	9.9222	0.7171	0.0723
104175at147545	9.9103	0.7416	0.0748
20130at147545	9.9074	0.4921	0.0497
69076at147545	9.8939	0.5061	0.0512
33739at147545	9.8917	0.8239	0.0833
119569at147545	9.8911	0.8072	0.0816
104149at147545	9.8707	0.8398	0.0851
44550at147545	9.8537	0.5152	0.0523
41607at147545	9.8515	0.7019	0.0712
27151at147545	9.8509	0.5749	0.0584
7069at147545	9.8507	0.605	0.0614
82246at147545	9.8457	0.8463	0.086
86067at147545	9.8416	0.4405	0.0448
46032at147545	9.8332	0.5485	0.0558
39702at147545	9.8312	0.541	0.055
109790at147545	9.8285	0.672	0.0684
28433at147545	9.7995	0.872	0.089
116986at147545	9.7943	0.912	0.0931
106352at147545	9.7929	0.3833	0.0391
92132at147545	9.7887	0.6309	0.0645
11836at147545	9.7591	0.4644	0.0476
25102at147545	9.7465	0.6778	0.0695
95222at147545	9.7415	0.8319	0.0854
33696at147545	9.7257	0.7283	0.0749
30179at147545	9.7188	0.8084	0.0832
112454at147545	9.7188	0.345	0.0355
14929at147545	9.7146	0.7761	0.0799
69032at147545	9.7081	0.789	0.0813
115853at147545	9.6926	0.7569	0.0781
99876at147545	9.6726	0.841	0.0869
40400at147545	9.6656	0.4752	0.0492
14765at147545	9.6562	0.437	0.0453
73278at147545	9.6495	0.5489	0.0569
41267at147545	9.6373	0.5679	0.0589
74379at147545	9.6204	0.5592	0.0581
64177at147545	9.6036	0.8593	0.0895
62464at147545	9.5934	0.5509	0.0574
94340at147545	9.5714	0.8568	0.0895
9584at147545	9.5711	0.4903	0.0512
12176at147545	9.5627	0.4849	0.0507
41588at147545	9.5537	0.7908	0.0828
37906at147545	9.5471	0.8397	0.088
111245at147545	9.5442	0.532	0.0557
14656at147545	9.5329	0.5843	0.0613
58827at147545	9.5326	0.5402	0.0567
12493at147545	9.5062	0.3813	0.0401
111163at147545	9.5048	0.907	0.0954
95114at147545	9.5032	0.8446	0.0889
48260at147545	9.4941	0.7004	0.0738
11403at147545	9.4619	0.5832	0.0616
11902at147545	9.4435	0.5975	0.0633
38849at147545	9.4413	0.5497	0.0582
45003at147545	9.4331	0.3357	0.0356
122114at147545	9.4327	0.3841	0.0407
98271at147545	9.4197	0.1839	0.0195
9736at147545	9.3964	0.8549	0.091
114130at147545	9.3875	0.8029	0.0855
51831at147545	9.3843	0.8076	0.0861
61296at147545	9.3575	0.7789	0.0832
28432at147545	9.3537	0.5075	0.0543
86342at147545	9.3439	0.7889	0.0844
77015at147545	9.3354	0.8767	0.0939
40122at147545	9.3326	0.4883	0.0523
119715at147545	9.3111	0.6466	0.0694
4711at147545	9.2985	0.6379	0.0686
71919at147545	9.2396	0.7781	0.0842
6378at147545	9.2229	0.7842	0.085
29745at147545	9.2105	0.8436	0.0916
12780at147545	9.2032	0.8576	0.0932
102449at147545	9.1911	0.8778	0.0955
46940at147545	9.1771	0.824	0.0898
78468at147545	9.1615	0.685	0.0748
16475at147545	9.1405	0.356	0.039
294at147545	9.1238	0.8271	0.0907
51844at147545	9.1233	0.4371	0.0479
39716at147545	9.1162	0.7294	0.08
43510at147545	9.1028	0.7244	0.0796
79046at147545	9.975	0.6424	0.0644
110698at147545	9.0895	0.4083	0.0449
94200at147545	9.849	0.5554	0.0564
37578at147545	9.0836	0.6203	0.0683
75150at147545	9.703	0.7954	0.082
70641at147545	9.572	0.7825	0.0817
87852at147545	9.0513	0.5361	0.0592
109722at147545	9.497	0.8421	0.0887
45495at147545	9.0481	0.3271	0.0361
54981at147545	9.0435	0.5784	0.064
91616at147545	9.0325	0.5004	0.0554
34687at147545	9.0272	0.6223	0.0689
115666at147545	9.0214	0.6679	0.074
53480at147545	9.0172	0.7391	0.082
12652at147545	9.116	0.4057	0.0445
38658at147545	9.0046	0.501	0.0556
73444at147545	8.9999	0.3869	0.043
111560at147545	8.9788	0.8705	0.097
38003at147545	8.9739	0.7764	0.0865
77995at147545	8.9737	0.5618	0.0626
6495at147545	8.9731	0.9658	0.1076
100008at147545	8.9679	0.8514	0.0949
86815at147545	8.9632	0.8744	0.0976
15201at147545	8.9245	0.7458	0.0836
11104at147545	8.9163	0.5288	0.0593
23523at147545	8.8983	0.4843	0.0544
73852at147545	8.8975	0.8159	0.0917
23065at147545	8.8929	0.8432	0.0948
100596at147545	8.8914	0.6231	0.0701
54494at147545	8.8906	0.9181	0.1033
42113at147545	8.8873	0.2427	0.0273
16984at147545	8.8827	0.5627	0.0633
37653at147545	8.8565	0.5177	0.0585
45919at147545	8.8513	0.5268	0.0595
11301at147545	8.8152	0.5402	0.0613
80264at147545	8.7761	0.6167	0.0703
88812at147545	8.7743	0.8419	0.096
56431at147545	8.7689	0.8728	0.0995
61233at147545	8.7551	0.82	0.0937
21672at147545	8.7332	0.8121	0.093
43075at147545	8.7309	0.4453	0.051
15502at147545	8.7095	0.8019	0.0921
90721at147545	8.6984	0.2915	0.0335
106146at147545	8.6914	0.9004	0.1036
52017at147545	8.6625	0.5093	0.0588
101788at147545	8.6624	0.8385	0.0968
90787at147545	8.6499	0.7305	0.0845
87398at147545	8.6458	0.8315	0.0962
100882at147545	8.6409	0.8878	0.1027
100962at147545	8.6324	0.7232	0.0838
576at147545	8.6287	0.3588	0.0416
84312at147545	8.6061	0.7763	0.0902
64300at147545	8.6013	0.5282	0.0614
9334at147545	8.6002	0.7093	0.0825
21084at147545	8.6002	0.3105	0.0361
9236at147545	8.5871	0.8292	0.0966
48455at147545	8.5816	0.6973	0.0813
104627at147545	8.5812	0.6974	0.0813
88519at147545	8.5797	0.3176	0.037
47410at147545	8.5491	0.29	0.0339
16093at147545	8.5429	0.3934	0.0461
23884at147545	8.5273	0.4918	0.0577
84427at147545	8.5261	0.6866	0.0805
2836at147545	8.5204	0.7433	0.0872
7824at147545	8.5061	0.2695	0.0317
116391at147545	8.4994	0.2682	0.0316
50197at147545	8.4929	0.5716	0.0673
58034at147545	8.4807	0.7883	0.093
39470at147545	8.4788	0.4287	0.0506
19749at147545	8.4764	0.3956	0.0467
25923at147545	8.4688	0.4592	0.0542
22650at147545	8.4614	0.5884	0.0695
91521at147545	8.4584	0.0685	0.0081
44291at147545	8.4524	0.8558	0.1013
25301at147545	8.4318	0.8086	0.0959
96837at147545	8.4219	0.7325	0.087
109787at147545	8.4037	0.7804	0.0929
89167at147545	8.3908	0.4377	0.0522
8037at147545	8.3797	0.5003	0.0597
73025at147545	8.3624	0.3215	0.0384
52455at147545	8.3541	0.4945	0.0592
9906at147545	8.3529	0.8247	0.0987
5747at147545	8.3428	0.434	0.052
119648at147545	8.3275	0.4774	0.0573
15436at147545	8.3241	0.7483	0.0899
50723at147545	8.3141	0.8331	0.1002
64321at147545	8.3099	0.3638	0.0438
28487at147545	8.3024	0.6012	0.0724
33412at147545	8.3018	0.4734	0.057
83229at147545	8.3005	0.5614	0.0676
33631at147545	8.2984	0.6393	0.077
59980at147545	8.2799	0.5566	0.0672
71371at147545	8.2799	0.5481	0.0662
28864at147545	8.2769	0.5263	0.0636
5587at147545	8.2699	0.8581	0.1038
111131at147545	8.2641	0.7616	0.0922
84540at147545	8.2626	0.9479	0.1147
118738at147545	8.2564	0.5079	0.0615
21438at147545	8.2438	0.4832	0.0586
5450at147545	8.2423	0.8553	0.1038
92968at147545	8.2353	0.8636	0.1049
85258at147545	8.2351	0.7786	0.0946
79205at147545	8.2317	0.5299	0.0644
41665at147545	8.2039	0.7526	0.0917
8125at147545	8.2019	0.3948	0.0481
83664at147545	8.2006	0.8306	0.1013
13748at147545	8.1986	0.8086	0.0986
115520at147545	8.1974	0.6772	0.0826
74122at147545	8.1844	0.5679	0.0694
66148at147545	8.1816	0.8136	0.0994
79344at147545	8.1728	0.7324	0.0896
105354at147545	8.1701	0.4017	0.0492
62665at147545	8.1693	0.8814	0.1079
107739at147545	8.1691	0.792	0.097
75891at147545	8.1573	0.3531	0.0433
46169at147545	8.1451	0.4137	0.0508
42347at147545	8.1423	0.4764	0.0585
116790at147545	8.1372	0.7358	0.0904
100729at147545	8.1282	0.6711	0.0826
56373at147545	8.1268	0.3407	0.0419
34428at147545	8.1243	0.8331	0.1025
69731at147545	8.1243	0.7084	0.0872
60818at147545	8.1116	0.8346	0.1029
106778at147545	8.1102	0.7842	0.0967
26978at147545	8.1043	0.6865	0.0847
23644at147545	8.1042	0.5512	0.068
78534at147545	8.0987	0.5494	0.0678
101134at147545	8.0983	0.5337	0.0659
97589at147545	8.0962	0.7266	0.0897
105486at147545	8.0896	0.8426	0.1042
41454at147545	8.791	0.848	0.0965
56377at147545	8.0704	0.5495	0.0681
20077at147545	8.609	0.6322	0.0734
33886at147545	8.573	0.4819	0.0562
3962at147545	8.0529	0.6241	0.0775
31410at147545	8.0384	0.5548	0.069
94487at147545	8.133	0.7923	0.0974
2090at147545	8.0101	0.7058	0.0881
45450at147545	8.097	0.8716	0.1076
77102at147545	8.059	0.7253	0.09
14662at147545	8.0053	0.8247	0.103
20796at147545	8.0024	0.8092	0.1011
96678at147545	8.019	0.6042	0.0754
14249at147545	8.014	0.8611	0.1074
5783at147545	8.0013	0.8443	0.1055
47037at147545	7.9953	0.527	0.0659
52700at147545	7.9886	0.4594	0.0575
22758at147545	7.9877	0.6079	0.0761
80518at147545	7.9674	0.5646	0.0709
6652at147545	7.9665	0.3409	0.0428
26997at147545	7.9596	0.5552	0.0698
27129at147545	7.9569	0.6744	0.0848
40437at147545	7.9497	0.4582	0.0576
105463at147545	7.9444	0.6068	0.0764
105240at147545	7.9337	0.7047	0.0888
26838at147545	7.9326	0.4423	0.0558
97423at147545	7.9274	0.9199	0.116
25435at147545	7.9261	0.7101	0.0896
56239at147545	7.9225	0.8437	0.1065
108659at147545	7.9007	0.6295	0.0797
24771at147545	7.9003	0.9097	0.1151
37162at147545	7.8992	0.8995	0.1139
1537at147545	7.8895	0.7086	0.0898
75405at147545	7.8743	0.4054	0.0515
87135at147545	7.8668	0.7583	0.0964
17400at147545	7.8525	0.5176	0.0659
52476at147545	7.8459	0.4919	0.0627
12299at147545	7.8361	0.7879	0.1006
111738at147545	7.8224	0.5635	0.072
41774at147545	7.8178	0.728	0.0931
13135at147545	7.8148	0.5521	0.0706
16133at147545	7.7945	0.5379	0.069
35700at147545	7.7821	0.7468	0.096
71621at147545	7.7739	0.5887	0.0757
91704at147545	7.7628	0.5542	0.0714
93661at147545	7.7603	0.5063	0.0652
77at147545	7.7585	0.3451	0.0445
25011at147545	7.7546	0.446	0.0575
35863at147545	7.7539	0.7	0.0903
11895at147545	7.7402	0.609	0.0787
69383at147545	7.7401	0.7864	0.1016
73019at147545	7.7341	0.5325	0.0688
120450at147545	7.7339	0.5656	0.0731
52182at147545	7.7281	0.7647	0.099
16724at147545	7.7184	0.3832	0.0496
99732at147545	7.7133	0.7148	0.0927
79442at147545	7.6906	0.8504	0.1106
53825at147545	7.6724	0.5622	0.0733
81109at147545	7.6634	0.5532	0.0722
39471at147545	7.6629	0.5418	0.0707
39754at147545	7.6602	0.2935	0.0383
85932at147545	7.6493	0.8275	0.1082
55872at147545	7.6475	0.4669	0.061
108549at147545	7.6469	0.1885	0.0246
78935at147545	7.6434	0.5219	0.0683
114780at147545	7.6342	0.5132	0.0672
93168at147545	7.6313	0.578	0.0757
79296at147545	7.6304	0.8207	0.1076
53619at147545	7.6185	0.6916	0.0908
29104at147545	7.6117	0.4271	0.0561
28553at147545	7.5978	0.4949	0.0651
96685at147545	7.5893	0.3767	0.0496
49987at147545	7.5868	0.4034	0.0532
20523at147545	7.5792	0.5901	0.0779
12612at147545	7.5728	0.5928	0.0783
108584at147545	7.5689	0.346	0.0457
29887at147545	7.5621	0.5271	0.0697
44541at147545	7.5476	0.3218	0.0426
81886at147545	7.5434	0.7006	0.0929
115563at147545	7.5252	0.7991	0.1062
30788at147545	7.5239	0.3145	0.0418
19375at147545	7.5183	0.5648	0.0751
57126at147545	7.5165	0.4124	0.0549
89245at147545	7.5158	0.7571	0.1007
96592at147545	7.5113	0.5733	0.0763
58021at147545	7.5104	0.6932	0.0923
90947at147545	7.5078	0.5998	0.0799
82180at147545	7.5007	0.818	0.1091
37075at147545	7.5004	0.5617	0.0749
24805at147545	7.4944	0.6898	0.092
75022at147545	7.4924	0.4746	0.0633
88951at147545	7.4888	0.5265	0.0703
44815at147545	7.4779	0.6068	0.0811
8953at147545	7.4727	0.3836	0.0513
24930at147545	7.4595	0.4688	0.0628
61509at147545	7.4567	0.4935	0.0662
99862at147545	7.4509	0.5663	0.076
78834at147545	7.4456	0.4677	0.0628
77105at147545	7.4449	0.7702	0.1035
70052at147545	7.4346	0.5075	0.0683
104348at147545	7.4292	0.7466	0.1005
46566at147545	7.4255	0.4109	0.0553
52463at147545	7.4186	0.6874	0.0927
71784at147545	7.4118	0.6952	0.0938
80485at147545	7.4111	0.6727	0.0908
72947at147545	7.4078	0.815	0.11
93377at147545	7.4048	0.5054	0.0682
87719at147545	7.4026	0.7938	0.1072
24109at147545	7.3954	0.5769	0.078
92856at147545	7.3928	0.5405	0.0731
18528at147545	7.3889	0.5404	0.0731
64606at147545	7.3868	0.4901	0.0663
95916at147545	7.3841	0.5283	0.0716
117134at147545	7.3641	0.3855	0.0523
47474at147545	7.3635	0.6857	0.0931
95064at147545	7.3565	0.8342	0.1134
41528at147545	7.3498	0.8278	0.1126
10234at147545	7.3469	0.5667	0.0771
92310at147545	7.3454	0.7824	0.1065
19509at147545	7.3441	0.51	0.0695
90914at147545	7.3436	0.4187	0.057
29445at147545	7.3432	0.7977	0.1086
63327at147545	7.3395	0.6185	0.0843
9744at147545	7.3377	0.4227	0.0576
83486at147545	7.3342	0.8487	0.1157
65658at147545	7.3189	0.2421	0.0331
85166at147545	7.3177	0.4109	0.0562
105359at147545	7.3097	0.9057	0.1239
30233at147545	7.3044	0.6581	0.0901
6116at147545	7.2969	0.3607	0.0494
66917at147545	7.2946	0.5241	0.0719
21061at147545	7.2907	0.8071	0.1107
