GENE	TREENESS_RATIO	treeness	RCV
10354at147545	3.2007	0.4773	0.1491
103576at147545	2.2203	0.4356	0.1962
103613at147545	19.5626	0.8461	0.0433
103701at147545	2.8233	0.6975	0.247
103719at147545	4.9119	0.3825	0.0779
103721at147545	2.6925	0.7147	0.2654
103754at147545	6.2708	0.7689	0.1226
103769at147545	3.2936	0.6266	0.1903
1037at147545	0.6562	0.2519	0.3838
103811at147545	6.9508	0.8433	0.1213
103814at147545	1.5181	0.2512	0.1655
10381at147545	2.7691	0.682	0.2463
103822at147545	3.125	0.4906	0.157
103826at147545	3.2377	0.4062	0.1255
103870at147545	7.1874	0.5544	0.0771
103872at147545	2.8257	0.6687	0.2366
103906at147545	4.4325	0.8507	0.1919
103916at147545	5.0377	0.5675	0.1126
103933at147545	15.3773	0.5958	0.0387
103970at147545	3.552	0.4968	0.1399
104034at147545	5.6216	0.7377	0.1312
104070at147545	7.111	0.3995	0.0562
104083at147545	7.1867	0.6413	0.0892
104148at147545	5.5938	0.8895	0.159
104149at147545	9.8707	0.8398	0.0851
104175at147545	9.9103	0.7416	0.0748
104205at147545	2.8262	0.5357	0.1895
104226at147545	2.2549	0.2814	0.1248
104252at147545	4.9721	0.6717	0.1351
104345at147545	2.4652	0.5097	0.2068
104348at147545	7.4292	0.7466	0.1005
104385at147545	0.9593	0.3661	0.3817
104406at147545	0.845	0.1742	0.2061
104412at147545	2.7307	0.2757	0.101
104427at147545	2.019	0.3439	0.1703
104484at147545	3.3874	0.7611	0.2247
104489at147545	5.4609	0.3761	0.0689
1044at147545	6.5765	0.4334	0.0659
10450at147545	4.9224	0.6188	0.1257
104555at147545	3.3085	0.7146	0.216
104627at147545	8.5812	0.6974	0.0813
104636at147545	3.4763	0.3538	0.1018
1046at147545	2.3523	0.5295	0.2251
104760at147545	4.1969	0.6227	0.1484
104778at147545	0.8829	0.3484	0.3946
104869at147545	2.5877	0.5986	0.2313
10488at147545	4.9878	0.7609	0.1526
104917at147545	3.4155	0.3089	0.0905
104929at147545	4.2948	0.7789	0.1814
104936at147545	6.6903	0.4194	0.0627
104938at147545	2.8184	0.3496	0.124
105063at147545	4.2451	0.6215	0.1464
10508at147545	4.6478	0.4689	0.1009
105164at147545	4.0466	0.5391	0.1332
105238at147545	2.9433	0.5124	0.1741
105240at147545	7.9337	0.7047	0.0888
105318at147545	3.1046	0.4026	0.1297
105327at147545	5.2521	0.6125	0.1166
105354at147545	8.1701	0.4017	0.0492
105359at147545	7.3097	0.9057	0.1239
105367at147545	1.2301	0.3905	0.3175
10536at147545	1.9071	0.3994	0.2094
105379at147545	6.6382	0.3859	0.0581
105434at147545	0.6081	0.3931	0.6464
105456at147545	3.0938	0.3619	0.117
105463at147545	7.9444	0.6068	0.0764
105481at147545	9.9432	0.4025	0.0405
105486at147545	8.0896	0.8426	0.1042
10553at147545	22.862	0.6204	0.0271
105544at147545	4.531	0.388	0.0856
105563at147545	2.5432	0.4915	0.1933
10563at147545	2.9069	0.4581	0.1576
105685at147545	3.4402	0.7833	0.2277
105743at147545	1.9212	0.6246	0.3251
10574at147545	4.1009	0.5276	0.1287
105762at147545	2.1288	0.4106	0.1929
105767at147545	4.0348	0.3733	0.0925
10581at147545	2.4523	0.3652	0.1489
105841at147545	3.0769	0.6302	0.2048
105875at147545	2.6239	0.5182	0.1975
105892at147545	2.665	0.5377	0.2018
105928at147545	1.631	0.2815	0.1726
105933at147545	4.7702	0.3498	0.0733
105997at147545	3.6978	0.5309	0.1436
106026at147545	5.5577	0.6327	0.1138
106063at147545	5.6462	0.4408	0.0781
106069at147545	10.4359	0.6512	0.0624
10607at147545	5.2085	0.5594	0.1074
10613at147545	1.745	0.2535	0.1453
106146at147545	8.6914	0.9004	0.1036
106210at147545	4.9762	0.3826	0.0769
106226at147545	2.5386	0.5479	0.2158
106247at147545	2.0033	0.2868	0.1432
10625at147545	0.3826	0.0458	0.1197
106293at147545	5.1845	0.4832	0.0932
10634at147545	5.8111	0.6119	0.1053
106352at147545	9.7929	0.3833	0.0391
106374at147545	2.6591	0.4166	0.1567
106411at147545	1.3367	0.4403	0.3294
106412at147545	5.3481	0.4365	0.0816
106463at147545	4.7689	0.3656	0.0767
106474at147545	2.307	0.3858	0.1672
106485at147545	4.3839	0.595	0.1357
106600at147545	2.6759	0.6341	0.237
106618at147545	2.8188	0.3866	0.1371
106622at147545	3.9141	0.8007	0.2046
106636at147545	4.9905	0.5565	0.1115
106644at147545	6.5951	0.955	0.1448
106653at147545	10.9551	0.5829	0.0532
106662at147545	6.3873	0.6924	0.1084
106668at147545	3.3535	0.4327	0.129
106681at147545	4.4298	0.5417	0.1223
10670at147545	3.4091	0.2347	0.0689
106778at147545	8.1102	0.7842	0.0967
106807at147545	6.2156	0.5719	0.092
106834at147545	5.536	0.6357	0.1148
106841at147545	5.5876	0.4641	0.0831
106852at147545	15.403	0.7991	0.0519
10687at147545	2.8951	0.7183	0.2481
1068at147545	3.0097	0.5876	0.1952
106905at147545	3.5421	0.3765	0.1063
10690at147545	0.983	0.106	0.1078
107009at147545	6.0503	0.4914	0.0812
10707at147545	2.1196	0.5135	0.2423
10712at147545	3.047	0.5204	0.1708
107138at147545	1.5877	0.3706	0.2334
107234at147545	4.2286	0.8245	0.195
107249at147545	1.5597	0.4115	0.2638
107256at147545	3.5349	0.3424	0.0969
107361at147545	2.8574	0.5512	0.1929
107420at147545	2.6951	0.2559	0.0949
107443at147545	4.3175	0.6383	0.1478
107454at147545	2.745	0.2817	0.1026
107512at147545	17.5948	0.9537	0.0542
107522at147545	3.2177	0.5481	0.1703
107558at147545	15.6409	0.8039	0.0514
107606at147545	7.832	0.6965	0.0889
107607at147545	6.1553	0.6374	0.1035
107615at147545	6.8025	0.6349	0.0933
107636at147545	14.4511	0.5863	0.0406
107672at147545	1.3889	0.4175	0.3006
1076at147545	1.6962	0.3579	0.211
107727at147545	4.6352	0.7006	0.1511
107739at147545	8.1691	0.792	0.097
107776at147545	2.6982	0.715	0.265
107808at147545	14.427	0.3963	0.0275
107844at147545	3.8174	0.4523	0.1185
107867at147545	3.4174	0.3351	0.0981
107909at147545	5.8619	0.7828	0.1335
107930at147545	5.1995	0.789	0.1518
108018at147545	1.8816	0.2603	0.1383
108147at147545	1.6863	0.1714	0.1016
10814at147545	3.2438	0.7707	0.2376
108175at147545	2.5973	0.4757	0.1831
108201at147545	2.2434	0.7591	0.3384
108223at147545	3.7531	0.6505	0.1733
108226at147545	3.4723	0.6396	0.1842
108234at147545	3.8993	0.4847	0.1243
108271at147545	6.6778	0.6183	0.0926
108273at147545	2.5316	0.3542	0.1399
10829at147545	3.2749	0.3573	0.1091
108318at147545	11.2062	0.5876	0.0524
108320at147545	5.7606	0.4413	0.0766
108372at147545	6.1963	0.6644	0.1072
108390at147545	3.9849	0.709	0.1779
108411at147545	7.0081	0.7971	0.1137
108523at147545	1.6012	0.4488	0.2803
108549at147545	7.6469	0.1885	0.0246
108575at147545	11.7289	0.388	0.0331
108583at147545	3.6187	0.3721	0.1028
108584at147545	7.5689	0.346	0.0457
108596at147545	10.0037	0.7904	0.079
108659at147545	7.9007	0.6295	0.0797
108669at147545	3.9712	0.3934	0.0991
108739at147545	4.6119	0.4828	0.1047
108745at147545	4.2197	0.6135	0.1454
108761at147545	2.2993	0.5382	0.2341
108762at147545	1.4211	0.1687	0.1187
108788at147545	5.0597	0.7127	0.1409
108878at147545	11.9463	0.4826	0.0404
109051at147545	6.4152	0.4901	0.0764
109105at147545	3.8136	0.336	0.0881
109107at147545	0.5563	0.0267	0.0481
109156at147545	4.1823	0.6718	0.1606
109388at147545	5.7752	0.8134	0.1408
109398at147545	10.0972	0.6872	0.0681
109421at147545	3.1991	0.4979	0.1556
10944at147545	1.7663	0.3661	0.2073
109454at147545	1.1198	0.4229	0.3776
109478at147545	4.9505	0.3915	0.0791
109483at147545	11.5693	0.4112	0.0355
109532at147545	11.9938	0.7374	0.0615
109575at147545	12.0104	0.5481	0.0456
109600at147545	4.2581	0.4	0.0939
109627at147545	14.0492	0.8799	0.0626
109717at147545	6.2016	0.8162	0.1316
109722at147545	9.497	0.8421	0.0887
109732at147545	3.396	0.4611	0.1358
109775at147545	6.312	0.397	0.0629
109787at147545	8.4037	0.7804	0.0929
109790at147545	9.8285	0.672	0.0684
109799at147545	2.9587	0.8224	0.278
10979at147545	1.9789	0.4086	0.2065
109807at147545	2.1504	0.4702	0.2186
109841at147545	3.7682	0.655	0.1738
109884at147545	3.6746	0.2774	0.0755
1098at147545	2.6327	0.4045	0.1536
109952at147545	6.718	0.5553	0.0827
109999at147545	2.6334	0.3956	0.1502
110011at147545	6.0064	0.4451	0.0741
110018at147545	4.3737	0.7821	0.1788
110026at147545	3.0484	0.2683	0.088
11002at147545	6.282	0.236	0.0376
11005at147545	7.171	0.5153	0.0719
110073at147545	2.8345	0.5924	0.209
110159at147545	4.4623	0.6555	0.1469
110166at147545	3.9869	0.819	0.2054
110295at147545	3.5031	0.3649	0.1042
110307at147545	0.7914	0.3214	0.4061
110382at147545	4.5697	0.5539	0.1212
110426at147545	3.7129	0.3947	0.1063
110427at147545	2.9847	0.6891	0.2309
110428at147545	6.125	0.4273	0.0698
11046at147545	5.2627	0.8065	0.1533
110512at147545	4.2072	0.437	0.1039
110674at147545	1.6953	0.5055	0.2982
110698at147545	9.0895	0.4083	0.0449
110709at147545	1.1632	0.5325	0.4577
110789at147545	5.5099	0.4179	0.0758
11088at147545	3.4323	0.3775	0.11
11089at147545	3.7286	0.6653	0.1784
110954at147545	1.2484	0.3163	0.2534
110972at147545	11.6107	0.9621	0.0829
111005at147545	1.5943	0.4582	0.2874
11104at147545	8.9163	0.5288	0.0593
11105at147545	6.7198	0.4484	0.0667
111131at147545	8.2641	0.7616	0.0922
111163at147545	9.5048	0.907	0.0954
111201at147545	1.3892	0.2274	0.1637
111245at147545	9.5442	0.532	0.0557
111370at147545	2.8367	0.3514	0.1239
111391at147545	1.5494	0.4355	0.2811
11139at147545	4.21	0.7015	0.1666
111412at147545	2.1011	0.427	0.2032
111435at147545	3.9789	0.3874	0.0974
111462at147545	3.9228	0.3164	0.0807
111473at147545	6.4117	0.8233	0.1284
111499at147545	3.0544	0.3556	0.1164
111536at147545	15.5183	0.7369	0.0475
111549at147545	13.5686	0.8522	0.0628
111560at147545	8.9788	0.8705	0.097
111572at147545	2.9326	0.7286	0.2485
111577at147545	4.7613	0.7461	0.1567
111593at147545	3.3522	0.5096	0.152
11161at147545	3.0783	0.4442	0.1443
111628at147545	11.031	0.361	0.0327
111668at147545	28.197	0.7434	0.0264
111672at147545	11.3339	0.6456	0.057
11167at147545	1.6308	0.3225	0.1978
111738at147545	7.8224	0.5635	0.072
111775at147545	1.2906	0.4288	0.3322
11179at147545	2.8308	0.3632	0.1283
11182at147545	1.3256	0.1942	0.1465
111910at147545	3.5628	0.4147	0.1164
111913at147545	5.5741	0.5864	0.1052
111944at147545	6.0804	0.6154	0.1012
111971at147545	2.035	0.3271	0.1607
111975at147545	3.4365	0.6355	0.1849
112001at147545	5.838	0.6928	0.1187
112020at147545	2.844	0.5157	0.1813
112028at147545	1.4313	0.3611	0.2523
112055at147545	5.2587	0.8044	0.153
112070at147545	4.4668	0.5312	0.1189
112088at147545	0.7037	0.1434	0.2038
112094at147545	5.629	0.6222	0.1105
112150at147545	2.5628	0.5321	0.2076
112169at147545	1.8569	0.3097	0.1668
112177at147545	5.7375	0.554	0.0966
112194at147545	2.8707	0.4378	0.1525
112279at147545	16.9495	0.6619	0.0391
112286at147545	3.6133	0.2252	0.0623
112316at147545	24.5575	0.725	0.0295
112381at147545	4.0939	0.5499	0.1343
112452at147545	4.1537	0.4841	0.1166
112454at147545	9.7188	0.345	0.0355
112465at147545	2.0533	0.3956	0.1927
112526at147545	161.5142	0.9994	0.0062
112533at147545	3.4923	0.1944	0.0557
112588at147545	6.4136	0.8163	0.1273
11260at147545	2.8423	0.6487	0.2282
112642at147545	1.9946	0.27	0.1354
112660at147545	3.8902	0.541	0.1391
11268at147545	4.3197	0.5615	0.13
112699at147545	3.225	0.4295	0.1332
112741at147545	4.4607	0.4803	0.1077
11274at147545	6.2091	0.4085	0.0658
112828at147545	1.7108	0.3205	0.1874
112839at147545	1.1465	0.3694	0.3222
11283at147545	2.4157	0.4824	0.1997
112902at147545	3.8492	0.6212	0.1614
112969at147545	2.9363	0.478	0.1628
112977at147545	2.9278	0.8322	0.2842
11298at147545	2.585	0.4615	0.1785
113003at147545	4.8729	0.4917	0.1009
11301at147545	8.8152	0.5402	0.0613
113109at147545	3.2416	0.3083	0.0951
113116at147545	2.9864	0.5587	0.1871
113121at147545	5.1386	0.907	0.1765
113185at147545	1.0986	0.4972	0.4526
113186at147545	3.8443	0.5245	0.1364
113208at147545	3.7775	0.3665	0.097
113211at147545	4.1967	0.4077	0.0971
113238at147545	0.7798	0.1713	0.2197
113255at147545	2.0702	0.4193	0.2025
113324at147545	5.4751	0.3977	0.0726
113348at147545	6.0724	0.7466	0.1229
11334at147545	1.7694	0.3668	0.2073
11335at147545	2.3159	0.4356	0.1881
11338at147545	2.2652	0.5179	0.2286
113405at147545	2.2557	0.7823	0.3468
11341at147545	2.3818	0.4324	0.1816
113428at147545	2.9274	0.3823	0.1306
113440at147545	3.977	0.4543	0.1142
113446at147545	5.539	0.7537	0.1361
113464at147545	3.6369	0.8462	0.2327
113476at147545	4.9562	0.4543	0.0917
113516at147545	7.0773	0.4115	0.0581
113528at147545	2.6599	0.3486	0.1311
11355at147545	5.1828	0.5478	0.1057
113585at147545	16.4598	0.7496	0.0455
113595at147545	7.1087	0.7916	0.1114
113599at147545	3.0444	0.2677	0.0879
113631at147545	6.5689	0.9115	0.1388
113667at147545	2.9888	0.394	0.1318
113712at147545	10.1517	0.857	0.0844
113722at147545	3.2067	0.5442	0.1697
113751at147545	1.9376	0.3204	0.1654
113838at147545	2.1236	0.3389	0.1596
113879at147545	0.7291	0.2026	0.2779
113928at147545	5.1495	0.491	0.0954
113943at147545	10.165	0.7975	0.0785
11395at147545	4.6651	0.7232	0.155
113970at147545	18.8924	0.9984	0.0528
113at147545	1.2435	0.4693	0.3774
114019at147545	15.0464	0.5066	0.0337
11403at147545	9.4619	0.5832	0.0616
114130at147545	9.3875	0.8029	0.0855
114216at147545	4.4221	0.3864	0.0874
114217at147545	13.1058	0.6466	0.0493
11426at147545	1.2183	0.3152	0.2587
114291at147545	5.8345	0.4359	0.0747
114312at147545	2.3207	0.517	0.2228
11431at147545	2.9053	0.8753	0.3013
114334at147545	1.2378	0.1202	0.0971
114360at147545	1.4432	0.297	0.2058
114368at147545	1.4891	0.238	0.1598
114380at147545	12.2044	0.8118	0.0665
114430at147545	2.8748	0.5176	0.18
114462at147545	5.8042	0.7431	0.128
114499at147545	2.3906	0.7991	0.3343
11450at147545	3.5166	0.3296	0.0937
114535at147545	7.2041	0.7751	0.1076
114578at147545	1.1616	0.3184	0.2741
114618at147545	5.5739	0.6566	0.1178
114625at147545	3.1559	0.2786	0.0883
114681at147545	3.9357	0.6495	0.165
114695at147545	4.9564	0.8101	0.1635
114715at147545	5.1146	0.7087	0.1386
114745at147545	6.4721	0.4871	0.0753
114780at147545	7.6342	0.5132	0.0672
114790at147545	6.92	0.7554	0.1092
114818at147545	6.4329	0.4439	0.069
11481at147545	2.8864	0.4251	0.1473
114902at147545	3.7427	0.6629	0.1771
114919at147545	6.7954	0.6733	0.0991
114932at147545	4.7391	0.1305	0.0275
114965at147545	4.4564	0.6776	0.1521
11502at147545	2.6922	0.5458	0.2027
11506at147545	3.1668	0.3388	0.107
115083at147545	3.7375	0.3017	0.0807
115158at147545	2.8347	0.4873	0.1719
115182at147545	4.8956	0.5624	0.1149
115286at147545	3.6269	0.6595	0.1818
115309at147545	2.2338	0.2439	0.1092
115336at147545	3.6974	0.5186	0.1403
115347at147545	2.9689	0.5251	0.1769
115412at147545	4.4146	0.2923	0.0662
115456at147545	1.3152	0.2257	0.1716
115505at147545	1.5165	0.3989	0.2631
115520at147545	8.1974	0.6772	0.0826
115563at147545	7.5252	0.7991	0.1062
115580at147545	1.3301	0.2067	0.1554
11558at147545	4.2402	0.865	0.204
115666at147545	9.0214	0.6679	0.074
115785at147545	3.0123	0.2203	0.0731
115802at147545	20.5439	0.8998	0.0438
115844at147545	2.4841	0.4999	0.2012
115853at147545	9.6926	0.7569	0.0781
115922at147545	3.0664	0.8634	0.2816
115987at147545	4.5186	0.6388	0.1414
11600at147545	1.5262	0.2825	0.1851
116073at147545	2.192	0.318	0.1451
116100at147545	4.4435	0.5272	0.1187
116199at147545	1.2847	0.3785	0.2946
116253at147545	5.0881	0.4741	0.0932
116298at147545	3.8618	0.445	0.1152
116300at147545	2.122	0.5564	0.2622
116301at147545	1.917	0.6234	0.3252
116317at147545	13.1118	0.7012	0.0535
116363at147545	2.4279	0.3836	0.158
116376at147545	4.114	0.6589	0.1602
116391at147545	8.4994	0.2682	0.0316
116405at147545	2.3863	0.4105	0.172
116419at147545	11.7571	0.7148	0.0608
116421at147545	5.239	0.4437	0.0847
116440at147545	4.9466	0.3542	0.0716
116452at147545	7.757	0.6425	0.0828
11648at147545	1.5119	0.2714	0.1795
116496at147545	4.1812	0.8155	0.195
116723at147545	4.8347	0.4548	0.0941
116731at147545	5.0546	0.4623	0.0915
116790at147545	8.1372	0.7358	0.0904
116808at147545	6.6765	0.3497	0.0524
11685at147545	1.9046	0.3603	0.1892
116862at147545	4.7911	0.4918	0.1027
116893at147545	4.5253	0.3677	0.0813
116894at147545	2.3913	0.2238	0.0936
116903at147545	4.7074	0.9055	0.1924
116913at147545	2.3033	0.3669	0.1593
116947at147545	5.4978	0.3425	0.0623
116986at147545	9.7943	0.912	0.0931
117015at147545	1.624	0.3744	0.2306
11708at147545	1.6876	0.3745	0.2219
117096at147545	1.1281	0.2858	0.2533
117111at147545	4.9794	0.6062	0.1217
117134at147545	7.3641	0.3855	0.0523
11713at147545	3.335	0.5518	0.1655
117144at147545	4.6468	0.7139	0.1536
117146at147545	4.8768	0.6627	0.1359
117172at147545	10.3663	0.4793	0.0462
117189at147545	3.8918	0.8691	0.2233
117219at147545	13.2862	0.8837	0.0665
117235at147545	3.8876	0.4761	0.1225
11733at147545	2.5928	0.2795	0.1078
117361at147545	1.192	0.3849	0.3229
117429at147545	4.3465	0.4769	0.1097
11743at147545	5.5875	0.7802	0.1396
11746at147545	7.2551	0.7972	0.1099
117601at147545	3.3622	0.2345	0.0697
117719at147545	2.1092	0.0989	0.0469
117770at147545	3.2594	0.408	0.1252
117777at147545	19.266	0.4938	0.0256
11785at147545	1.5347	0.3014	0.1964
117873at147545	6.4288	0.8028	0.1249
118006at147545	0.7185	0.0844	0.1175
118062at147545	2.6983	0.2751	0.1019
118071at147545	4.5937	0.641	0.1395
118119at147545	30.0032	0.8146	0.0272
118146at147545	3.2764	0.552	0.1685
118227at147545	5.139	0.2974	0.0579
118269at147545	1.1737	0.3711	0.3162
118282at147545	3.7361	0.6151	0.1646
118289at147545	3.081	0.1604	0.052
1182at147545	1.7916	0.4209	0.2349
118334at147545	3.2716	0.3595	0.1099
118338at147545	6.1812	0.5475	0.0886
118353at147545	2.9488	0.5797	0.1966
11836at147545	9.7591	0.4644	0.0476
118403at147545	6.2207	0.9219	0.1482
118410at147545	2.0924	0.547	0.2614
11861at147545	5.6303	0.4768	0.0847
118627at147545	0.3717	0.0431	0.1159
118659at147545	7.2108	0.4978	0.069
118715at147545	2.5212	0.437	0.1733
118724at147545	5.0054	0.6578	0.1314
118738at147545	8.2564	0.5079	0.0615
118756at147545	3.8824	0.6875	0.1771
11881at147545	4.8194	0.4026	0.0835
118935at147545	0.8828	0.3248	0.368
118954at147545	3.4337	0.6989	0.2035
11895at147545	7.7402	0.609	0.0787
11902at147545	9.4435	0.5975	0.0633
119084at147545	0.8566	0.1546	0.1805
119204at147545	3.669	0.6117	0.1667
119262at147545	19.2939	0.8169	0.0423
1192at147545	2.8012	0.4048	0.1445
1193at147545	2.6479	0.5592	0.2112
119444at147545	4.9657	0.6435	0.1296
119464at147545	11.4589	0.4318	0.0377
119477at147545	1.6223	0.066	0.0407
119569at147545	9.8911	0.8072	0.0816
119648at147545	8.3275	0.4774	0.0573
119715at147545	9.3111	0.6466	0.0694
119802at147545	2.9451	0.4804	0.1631
119856at147545	11.7343	0.626	0.0534
11995at147545	1.1565	0.1785	0.1543
119968at147545	1.4987	0.3018	0.2014
119at147545	1.9489	0.0618	0.0317
120068at147545	4.6997	0.5781	0.123
120128at147545	3.3085	0.8783	0.2655
120193at147545	3.7899	0.7361	0.1942
120315at147545	10.9246	0.8643	0.0791
120334at147545	1.8221	0.9389	0.5153
12036at147545	4.0182	0.8814	0.2193
120450at147545	7.7339	0.5656	0.0731
120604at147545	2.6546	0.2077	0.0783
120725at147545	3.6209	0.3407	0.0941
12072at147545	2.7598	0.3423	0.124
12074at147545	3.0618	0.4301	0.1405
120752at147545	6.0766	0.7962	0.131
120790at147545	2.67	0.4608	0.1726
120876at147545	15.3622	0.5064	0.033
120912at147545	1.8916	0.4264	0.2254
120924at147545	1.6227	0.3707	0.2284
120961at147545	1.8949	0.6641	0.3505
12098at147545	12.1386	0.5109	0.0421
12103at147545	2.0087	0.3703	0.1843
121181at147545	2.4554	0.6228	0.2536
121186at147545	7.1204	0.4051	0.0569
12139at147545	2.4552	0.4134	0.1684
12155at147545	4.7866	0.7148	0.1493
121570at147545	3.6753	0.4647	0.1264
121625at147545	3.6816	0.515	0.1399
12176at147545	9.5627	0.4849	0.0507
121778at147545	2.6893	0.3894	0.1448
121798at147545	4.8369	0.3217	0.0665
121901at147545	2.6909	0.3107	0.1155
12199at147545	2.5584	0.3577	0.1398
12207at147545	5.9442	0.2725	0.0458
122114at147545	9.4327	0.3841	0.0407
122186at147545	4.575	0.2683	0.0586
1221at147545	3.4846	0.6763	0.1941
12221at147545	2.3137	0.356	0.1539
12222at147545	7.2279	0.5842	0.0808
122273at147545	3.0329	0.5746	0.1895
122448at147545	2.3461	0.268	0.1142
122450at147545	1.4484	0.301	0.2078
122459at147545	4.3225	0.9295	0.215
122676at147545	4.0158	0.5581	0.139
122686at147545	11.7504	0.4597	0.0391
1226at147545	6.0901	0.7905	0.1298
122720at147545	4.2164	0.472	0.1119
1227at147545	3.3002	0.5721	0.1733
122960at147545	2.5851	0.7986	0.3089
12299at147545	7.8361	0.7879	0.1006
12303at147545	3.1804	0.3964	0.1246
12335at147545	0.91	0.2742	0.3013
12347at147545	3.5549	0.5203	0.1464
12356at147545	6.2551	0.5455	0.0872
12490at147545	2.4802	0.3095	0.1248
12493at147545	9.5062	0.3813	0.0401
12499at147545	2.3103	0.8856	0.3833
1251at147545	2.7489	0.3634	0.1322
