GENE	TREENESS_RATIO	treeness	RCV
95114at147545.cds.mfa.phykit_toverr	20.7416	0.7867	0.0379
10278at147545.cds.mfa.phykit_toverr	20.7398	0.6069	0.0293
54268at147545.cds.mfa.phykit_toverr	20.7099	0.3718	0.018
37532at147545.cds.mfa.phykit_toverr	20.6871	0.6823	0.033
29726at147545.cds.mfa.phykit_toverr	20.6785	0.5462	0.0264
53275at147545.cds.mfa.phykit_toverr	20.6461	0.5658	0.0274
107808at147545.cds.mfa.phykit_toverr	20.6038	0.4353	0.0211
71784at147545.cds.mfa.phykit_toverr	20.5314	0.7067	0.0344
110972at147545.cds.mfa.phykit_toverr	20.5025	0.9749	0.0476
7347at147545.cds.mfa.phykit_toverr	20.4859	0.663	0.0324
75348at147545.cds.mfa.phykit_toverr	20.3876	0.6339	0.0311
93688at147545.cds.mfa.phykit_toverr	20.3606	0.7455	0.0366
108584at147545.cds.mfa.phykit_toverr	20.2999	0.3231	0.0159
96837at147545.cds.mfa.phykit_toverr	20.2831	0.6752	0.0333
49987at147545.cds.mfa.phykit_toverr	20.2729	0.4808	0.0237
11403at147545.cds.mfa.phykit_toverr	20.1424	0.5911	0.0293
90787at147545.cds.mfa.phykit_toverr	20.1281	0.6906	0.0343
109952at147545.cds.mfa.phykit_toverr	20.949	0.6745	0.0322
86342at147545.cds.mfa.phykit_toverr	19.9731	0.8036	0.0402
95432at147545.cds.mfa.phykit_toverr	19.9565	0.8681	0.0435
2412at147545.cds.mfa.phykit_toverr	19.9318	0.3761	0.0189
14723at147545.cds.mfa.phykit_toverr	19.6383	0.2133	0.0109
111245at147545.cds.mfa.phykit_toverr	19.6142	0.538	0.0274
111163at147545.cds.mfa.phykit_toverr	19.5598	0.8522	0.0436
100882at147545.cds.mfa.phykit_toverr	19.5057	0.8962	0.0459
95309at147545.cds.mfa.phykit_toverr	19.4166	0.7428	0.0383
70947at147545.cds.mfa.phykit_toverr	19.3306	0.9425	0.0488
59728at147545.cds.mfa.phykit_toverr	19.2976	0.6546	0.0339
102540at147545.cds.mfa.phykit_toverr	19.2786	0.5804	0.0301
74379at147545.cds.mfa.phykit_toverr	19.2604	0.5441	0.0282
107727at147545.cds.mfa.phykit_toverr	19.2244	0.7407	0.0385
80810at147545.cds.mfa.phykit_toverr	19.2131	0.2449	0.0127
55215at147545.cds.mfa.phykit_toverr	19.1805	0.5437	0.0283
77573at147545.cds.mfa.phykit_toverr	19.936	0.7908	0.0397
116986at147545.cds.mfa.phykit_toverr	19.915	0.8925	0.0448
34677at147545.cds.mfa.phykit_toverr	19.0869	0.8116	0.0425
27564at147545.cds.mfa.phykit_toverr	19.042	0.7647	0.0402
44291at147545.cds.mfa.phykit_toverr	19.0038	0.8263	0.0435
100737at147545.cds.mfa.phykit_toverr	18.9525	0.3794	0.02
94671at147545.cds.mfa.phykit_toverr	18.9447	0.8459	0.0446
61549at147545.cds.mfa.phykit_toverr	18.9105	0.7679	0.0406
109575at147545.cds.mfa.phykit_toverr	18.8815	0.5884	0.0312
112454at147545.cds.mfa.phykit_toverr	18.8756	0.6054	0.0321
71011at147545.cds.mfa.phykit_toverr	18.8394	0.5914	0.0314
110011at147545.cds.mfa.phykit_toverr	18.7824	0.3451	0.0184
115563at147545.cds.mfa.phykit_toverr	18.7714	0.8454	0.045
118738at147545.cds.mfa.phykit_toverr	18.6825	0.4948	0.0265
49324at147545.cds.mfa.phykit_toverr	18.6743	0.5646	0.0302
73444at147545.cds.mfa.phykit_toverr	18.6709	0.3341	0.0179
38709at147545.cds.mfa.phykit_toverr	18.6491	0.6206	0.0333
111628at147545.cds.mfa.phykit_toverr	18.6203	0.2968	0.0159
81915at147545.cds.mfa.phykit_toverr	18.6128	0.7979	0.0429
108575at147545.cds.mfa.phykit_toverr	18.6012	0.4007	0.0215
47410at147545.cds.mfa.phykit_toverr	18.5831	0.3125	0.0168
21038at147545.cds.mfa.phykit_toverr	18.5738	0.8516	0.0458
8164at147545.cds.mfa.phykit_toverr	18.5729	0.5853	0.0315
101348at147545.cds.mfa.phykit_toverr	18.5635	0.6307	0.034
97119at147545.cds.mfa.phykit_toverr	18.5414	0.5836	0.0315
62834at147545.cds.mfa.phykit_toverr	18.5203	0.5574	0.0301
47037at147545.cds.mfa.phykit_toverr	18.5151	0.5737	0.031
28312at147545.cds.mfa.phykit_toverr	18.4978	0.6875	0.0372
29912at147545.cds.mfa.phykit_toverr	18.4865	0.6091	0.0329
21084at147545.cds.mfa.phykit_toverr	18.4455	0.3827	0.0207
109532at147545.cds.mfa.phykit_toverr	18.4176	0.6925	0.0376
46472at147545.cds.mfa.phykit_toverr	18.4084	0.792	0.043
68482at147545.cds.mfa.phykit_toverr	18.3878	0.7791	0.0424
497at147545.cds.mfa.phykit_toverr	18.3732	0.7799	0.0424
69234at147545.cds.mfa.phykit_toverr	18.3722	0.6924	0.0377
3992at147545.cds.mfa.phykit_toverr	18.3689	0.5304	0.0289
98896at147545.cds.mfa.phykit_toverr	18.3227	0.6342	0.0346
114618at147545.cds.mfa.phykit_toverr	18.2223	0.5963	0.0327
113943at147545.cds.mfa.phykit_toverr	18.1354	0.7775	0.0429
99732at147545.cds.mfa.phykit_toverr	18.1077	0.7883	0.0435
6647at147545.cds.mfa.phykit_toverr	18.1061	0.81	0.0447
92439at147545.cds.mfa.phykit_toverr	18.292	0.3747	0.0205
14935at147545.cds.mfa.phykit_toverr	18.141	0.6236	0.0344
114130at147545.cds.mfa.phykit_toverr	18.0103	0.7568	0.042
90914at147545.cds.mfa.phykit_toverr	18.48	0.4801	0.026
118659at147545.cds.mfa.phykit_toverr	17.9719	0.4711	0.0262
37895at147545.cds.mfa.phykit_toverr	17.8994	0.7802	0.0436
48179at147545.cds.mfa.phykit_toverr	17.8583	0.8608	0.0482
96257at147545.cds.mfa.phykit_toverr	17.8224	0.5527	0.031
64095at147545.cds.mfa.phykit_toverr	17.8205	0.8419	0.0472
106352at147545.cds.mfa.phykit_toverr	17.8034	0.4198	0.0236
1537at147545.cds.mfa.phykit_toverr	17.7896	0.8065	0.0453
64273at147545.cds.mfa.phykit_toverr	17.7878	0.8043	0.0452
101134at147545.cds.mfa.phykit_toverr	17.7796	0.5923	0.0333
56758at147545.cds.mfa.phykit_toverr	17.7668	0.7731	0.0435
30179at147545.cds.mfa.phykit_toverr	17.7551	0.7966	0.0449
6899at147545.cds.mfa.phykit_toverr	17.7539	0.5439	0.0306
46158at147545.cds.mfa.phykit_toverr	17.7434	0.8632	0.0487
82246at147545.cds.mfa.phykit_toverr	17.7141	0.8063	0.0455
97093at147545.cds.mfa.phykit_toverr	17.6865	0.6167	0.0349
14069at147545.cds.mfa.phykit_toverr	17.6615	0.418	0.0237
40400at147545.cds.mfa.phykit_toverr	17.5887	0.3461	0.0197
87852at147545.cds.mfa.phykit_toverr	17.5574	0.6027	0.0343
94200at147545.cds.mfa.phykit_toverr	17.4977	0.5352	0.0306
50013at147545.cds.mfa.phykit_toverr	17.4746	0.6589	0.0377
79046at147545.cds.mfa.phykit_toverr	17.4645	0.6132	0.0351
119715at147545.cds.mfa.phykit_toverr	17.4244	0.6548	0.0376
28631at147545.cds.mfa.phykit_toverr	17.3974	0.3415	0.0196
90218at147545.cds.mfa.phykit_toverr	17.3928	0.3179	0.0183
119648at147545.cds.mfa.phykit_toverr	17.3613	0.5069	0.0292
100376at147545.cds.mfa.phykit_toverr	17.2219	0.6808	0.0395
94340at147545.cds.mfa.phykit_toverr	17.2083	0.8423	0.0489
22185at147545.cds.mfa.phykit_toverr	17.1158	0.5185	0.0303
71919at147545.cds.mfa.phykit_toverr	17.0913	0.7689	0.045
56019at147545.cds.mfa.phykit_toverr	17.0608	0.7149	0.0419
41607at147545.cds.mfa.phykit_toverr	17.0548	0.6861	0.0402
54981at147545.cds.mfa.phykit_toverr	17.0545	0.6271	0.0368
37386at147545.cds.mfa.phykit_toverr	17.0518	0.7792	0.0457
116419at147545.cds.mfa.phykit_toverr	17.0454	0.7594	0.0445
38023at147545.cds.mfa.phykit_toverr	17.0424	0.4942	0.029
108596at147545.cds.mfa.phykit_toverr	17.0329	0.8273	0.0486
72632at147545.cds.mfa.phykit_toverr	16.9895	0.3073	0.0181
10187at147545.cds.mfa.phykit_toverr	16.9676	0.7798	0.046
105463at147545.cds.mfa.phykit_toverr	16.9508	0.6027	0.0356
40122at147545.cds.mfa.phykit_toverr	16.9268	0.5607	0.0331
38749at147545.cds.mfa.phykit_toverr	16.9188	0.7839	0.0463
38849at147545.cds.mfa.phykit_toverr	16.9065	0.4218	0.025
114780at147545.cds.mfa.phykit_toverr	16.8998	0.5409	0.032
65658at147545.cds.mfa.phykit_toverr	16.8958	0.289	0.0171
100306at147545.cds.mfa.phykit_toverr	16.8753	0.632	0.0375
29503at147545.cds.mfa.phykit_toverr	16.8742	0.8063	0.0478
31514at147545.cds.mfa.phykit_toverr	16.8655	0.677	0.0401
86815at147545.cds.mfa.phykit_toverr	16.8313	0.8522	0.0506
73278at147545.cds.mfa.phykit_toverr	16.8161	0.4721	0.0281
45187at147545.cds.mfa.phykit_toverr	16.8137	0.6487	0.0386
52476at147545.cds.mfa.phykit_toverr	16.8109	0.5009	0.0298
61509at147545.cds.mfa.phykit_toverr	16.7789	0.4499	0.0268
36943at147545.cds.mfa.phykit_toverr	16.7006	0.8681	0.052
116790at147545.cds.mfa.phykit_toverr	16.6364	0.705	0.0424
48530at147545.cds.mfa.phykit_toverr	16.6322	0.7822	0.047
80518at147545.cds.mfa.phykit_toverr	16.6108	0.5829	0.0351
93369at147545.cds.mfa.phykit_toverr	16.5805	0.5011	0.0302
42371at147545.cds.mfa.phykit_toverr	16.5725	0.5215	0.0315
120450at147545.cds.mfa.phykit_toverr	16.5694	0.6213	0.0375
38579at147545.cds.mfa.phykit_toverr	16.5625	0.8618	0.052
99876at147545.cds.mfa.phykit_toverr	16.4461	0.8224	0.05
27390at147545.cds.mfa.phykit_toverr	16.4163	0.5523	0.0336
37578at147545.cds.mfa.phykit_toverr	16.3852	0.6287	0.0384
61606at147545.cds.mfa.phykit_toverr	16.2615	0.5834	0.0359
99927at147545.cds.mfa.phykit_toverr	16.2389	0.3061	0.0188
104175at147545.cds.mfa.phykit_toverr	16.2256	0.7926	0.0488
70705at147545.cds.mfa.phykit_toverr	16.2192	0.6365	0.0392
84240at147545.cds.mfa.phykit_toverr	16.1315	0.8588	0.0532
80264at147545.cds.mfa.phykit_toverr	16.0991	0.7273	0.0452
107606at147545.cds.mfa.phykit_toverr	16.0938	0.7343	0.0456
111560at147545.cds.mfa.phykit_toverr	16.0832	0.8523	0.053
25011at147545.cds.mfa.phykit_toverr	16.0708	0.4793	0.0298
98634at147545.cds.mfa.phykit_toverr	16.654	0.4516	0.0271
45835at147545.cds.mfa.phykit_toverr	16.0533	0.6405	0.0399
54659at147545.cds.mfa.phykit_toverr	16.0499	0.2576	0.0161
98721at147545.cds.mfa.phykit_toverr	16.466	0.6027	0.0366
71636at147545.cds.mfa.phykit_toverr	16.256	0.6638	0.0408
63448at147545.cds.mfa.phykit_toverr	16.0021	0.5768	0.036
40237at147545.cds.mfa.phykit_toverr	15.9154	0.567	0.0356
38658at147545.cds.mfa.phykit_toverr	15.8763	0.4698	0.0296
8125at147545.cds.mfa.phykit_toverr	15.8441	0.4006	0.0253
41267at147545.cds.mfa.phykit_toverr	15.8113	0.564	0.0357
23523at147545.cds.mfa.phykit_toverr	15.7354	0.5334	0.0339
73751at147545.cds.mfa.phykit_toverr	15.7341	0.2706	0.0172
13182at147545.cds.mfa.phykit_toverr	15.7058	0.7792	0.0496
56919at147545.cds.mfa.phykit_toverr	15.6647	0.6507	0.0415
51844at147545.cds.mfa.phykit_toverr	15.6439	0.4378	0.028
43075at147545.cds.mfa.phykit_toverr	15.6183	0.4123	0.0264
122186at147545.cds.mfa.phykit_toverr	15.5786	0.3741	0.024
53825at147545.cds.mfa.phykit_toverr	15.5039	0.5812	0.0375
71371at147545.cds.mfa.phykit_toverr	15.4299	0.5773	0.0374
55872at147545.cds.mfa.phykit_toverr	15.4024	0.551	0.0358
21242at147545.cds.mfa.phykit_toverr	15.3998	0.6801	0.0442
95380at147545.cds.mfa.phykit_toverr	15.3224	0.8226	0.0537
89167at147545.cds.mfa.phykit_toverr	15.2975	0.5639	0.0369
33175at147545.cds.mfa.phykit_toverr	15.2722	0.8458	0.0554
78755at147545.cds.mfa.phykit_toverr	15.2718	0.4335	0.0284
55734at147545.cds.mfa.phykit_toverr	15.2446	0.3091	0.0203
95632at147545.cds.mfa.phykit_toverr	15.1989	0.5742	0.0378
24668at147545.cds.mfa.phykit_toverr	15.1964	0.4026	0.0265
24805at147545.cds.mfa.phykit_toverr	15.1827	0.6197	0.0408
15851at147545.cds.mfa.phykit_toverr	15.1784	0.3985	0.0263
27151at147545.cds.mfa.phykit_toverr	15.1767	0.5866	0.0387
33289at147545.cds.mfa.phykit_toverr	15.1566	0.5544	0.0366
