GENE	TREENESS_RATIO	treeness	RCV
107234at147545	4.2249	0.8147	0.1928
107249at147545	1.6014	0.4144	0.2588
107256at147545	3.8575	0.3613	0.0937
107361at147545	3.0553	0.5752	0.1882
107420at147545	2.827	0.2597	0.0919
107443at147545	4.4476	0.6585	0.1481
107454at147545	2.0012	0.204	0.1019
107512at147545	17.0576	0.881	0.0516
107522at147545	3.5902	0.5867	0.1634
107558at147545	15.7187	0.8003	0.0509
107606at147545	9.7241	0.8205	0.0844
107607at147545	5.9981	0.6162	0.1027
107615at147545	7.7595	0.6987	0.09
107636at147545	21.6816	0.7943	0.0366
107672at147545	1.4245	0.4227	0.2968
1076at147545	1.7386	0.3652	0.2101
107727at147545	4.6583	0.7015	0.1506
107739at147545	10.208	0.9651	0.0945
107776at147545	2.8661	0.7467	0.2605
107808at147545	22.0661	0.489	0.0222
107844at147545	4.0084	0.4759	0.1187
107867at147545	3.7398	0.333	0.089
107909at147545	5.6157	0.7417	0.1321
107930at147545	4.7357	0.7053	0.1489
108018at147545	2.4399	0.3159	0.1295
108147at147545	3.9436	0.384	0.0974
10814at147545	3.36	0.7844	0.2335
108175at147545	2.5753	0.4668	0.1813
108201at147545	2.3856	0.8001	0.3354
108223at147545	3.4892	0.6047	0.1733
108226at147545	3.8097	0.698	0.1832
108234at147545	2.4857	0.302	0.1215
108271at147545	3.7054	0.3331	0.0899
108273at147545	2.2983	0.3128	0.1361
10829at147545	3.622	0.3771	0.1041
108318at147545	11.9174	0.6095	0.0511
108320at147545	3.7347	0.2614	0.07
108372at147545	7.2704	0.762	0.1048
108390at147545	4.2223	0.7538	0.1785
108411at147545	7.8724	0.8739	0.111
108523at147545	1.1794	0.3743	0.3174
108549at147545	2.3906	0.0554	0.0232
108575at147545	11.5713	0.3316	0.0287
108583at147545	3.9668	0.3982	0.1004
108584at147545	4.5039	0.2094	0.0465
108596at147545	11.6551	0.8847	0.0759
108659at147545	7.6698	0.625	0.0815
108669at147545	4.1424	0.389	0.0939
108739at147545	4.7267	0.5006	0.1059
108745at147545	5.0756	0.7032	0.1385
108761at147545	2.2876	0.5311	0.2322
108762at147545	1.4684	0.1717	0.1169
108788at147545	5.6051	0.7987	0.1425
108878at147545	5.9168	0.2033	0.0344
109051at147545	6.8784	0.4974	0.0723
109105at147545	3.8771	0.3258	0.084
109107at147545	0.5333	0.0251	0.047
109156at147545	4.5888	0.7297	0.159
109388at147545	6.256	0.8875	0.1419
109398at147545	13.9918	0.8904	0.0636
109421at147545	4.127	0.6326	0.1533
10944at147545	1.9549	0.4044	0.2069
109454at147545	1.1326	0.4268	0.3768
109478at147545	4.5548	0.354	0.0777
109483at147545	13.3201	0.4438	0.0333
109532at147545	15.4723	0.8786	0.0568
109575at147545	16.5455	0.7248	0.0438
109600at147545	1.7418	0.1546	0.0888
109627at147545	15.7925	0.9454	0.0599
109717at147545	6.4518	0.8272	0.1282
109722at147545	10.9784	0.9479	0.0863
109732at147545	3.6956	0.4906	0.1327
109775at147545	4.6804	0.2797	0.0598
109787at147545	9.7683	0.8878	0.0909
109790at147545	9.6636	0.6284	0.065
109799at147545	3.3637	0.9323	0.2772
10979at147545	1.8817	0.3845	0.2044
109807at147545	2.2365	0.4626	0.2068
109841at147545	5.0993	0.8702	0.1707
109884at147545	4.2904	0.3169	0.0739
1098at147545	2.7526	0.4197	0.1525
109952at147545	8.3209	0.6603	0.0793
109999at147545	3.2502	0.4827	0.1485
110011at147545	3.3047	0.2379	0.072
110018at147545	4.5117	0.7829	0.1735
110026at147545	3.2684	0.3005	0.0919
11002at147545	6.8592	0.2428	0.0354
11005at147545	11.5286	0.7658	0.0664
110073at147545	2.884	0.5931	0.2057
110159at147545	4.9453	0.7061	0.1428
110166at147545	4.0701	0.8369	0.2056
110295at147545	3.6885	0.3697	0.1002
110307at147545	0.8042	0.3265	0.406
110382at147545	5.7924	0.6994	0.1207
110426at147545	4.4604	0.4454	0.0999
110427at147545	3.6205	0.8262	0.2282
110428at147545	6.4348	0.4385	0.0681
11046at147545	6.2273	0.9481	0.1523
110512at147545	5.2277	0.5179	0.0991
110674at147545	1.8675	0.5571	0.2983
110698at147545	23.0217	0.9074	0.0394
110709at147545	1.2154	0.5544	0.4561
110789at147545	4.6939	0.3264	0.0695
11088at147545	3.4293	0.3762	0.1097
11089at147545	3.9742	0.6991	0.1759
110954at147545	1.2041	0.3149	0.2615
110972at147545	12.2434	0.9451	0.0772
111005at147545	1.4846	0.4377	0.2949
11104at147545	9.1568	0.5588	0.061
11105at147545	7.0065	0.4618	0.0659
111131at147545	6.8772	0.6343	0.0922
111163at147545	9.8091	0.9319	0.095
111201at147545	1.2603	0.198	0.1571
111245at147545	12.9398	0.6639	0.0513
111370at147545	2.7763	0.3326	0.1198
111391at147545	1.5387	0.4224	0.2745
11139at147545	4.315	0.7157	0.1659
111412at147545	2.3974	0.4831	0.2015
111435at147545	4.5023	0.4289	0.0953
111462at147545	4.254	0.3314	0.0779
111473at147545	4.8333	0.8197	0.1696
111499at147545	1.3922	0.1628	0.117
111536at147545	17.4515	0.8019	0.046
111549at147545	16.4267	0.9246	0.0563
111560at147545	9.3223	0.9339	0.1002
111572at147545	2.9131	0.7213	0.2476
111577at147545	5.2279	0.8108	0.1551
111593at147545	3.1015	0.4524	0.1459
11161at147545	2.1434	0.3054	0.1425
111628at147545	6.9568	0.195	0.028
111668at147545	32.5778	0.7493	0.023
111672at147545	1.3558	0.0763	0.0563
11167at147545	1.4707	0.2881	0.1959
111738at147545	7.1683	0.4988	0.0696
111775at147545	1.7136	0.5618	0.3278
11179at147545	2.3378	0.2966	0.1269
11182at147545	1.4352	0.2055	0.1432
111910at147545	2.9644	0.3359	0.1133
111913at147545	8.8839	0.9251	0.1041
111944at147545	9.7656	0.9361	0.0959
111971at147545	1.2017	0.1924	0.1601
111975at147545	3.4283	0.6266	0.1828
112001at147545	5.9095	0.6826	0.1155
112020at147545	3.1507	0.5519	0.1752
112028at147545	1.5748	0.4002	0.2541
112055at147545	5.69	0.8665	0.1523
112070at147545	4.0707	0.4844	0.119
112088at147545	0.8427	0.1777	0.2109
112094at147545	5.0678	0.5275	0.1041
112150at147545	2.7979	0.5868	0.2097
112169at147545	1.89	0.2988	0.1581
112177at147545	6.0285	0.5692	0.0944
112194at147545	3.768	0.5328	0.1414
112279at147545	15.535	0.6177	0.0398
112286at147545	3.071	0.1828	0.0595
112316at147545	20.9571	0.5538	0.0264
112381at147545	4.4585	0.5836	0.1309
112452at147545	3.5183	0.4061	0.1154
112454at147545	15.5432	0.4738	0.0305
112465at147545	1.8449	0.3585	0.1943
112526at147545	171.0155	0.9995	0.0058
112533at147545	2.7257	0.1252	0.0459
112588at147545	7.5012	0.9087	0.1211
11260at147545	2.8191	0.6464	0.2293
112642at147545	1.6414	0.2179	0.1328
112660at147545	5.1439	0.6992	0.1359
11268at147545	4.153	0.5425	0.1306
112699at147545	3.7775	0.4983	0.1319
112741at147545	4.9467	0.4988	0.1008
11274at147545	6.6899	0.4359	0.0652
112828at147545	2.591	0.4832	0.1865
112839at147545	1.3298	0.4152	0.3123
11283at147545	2.3472	0.4727	0.2014
112902at147545	4.2727	0.6736	0.1576
112969at147545	2.8537	0.4639	0.1626
112977at147545	3.0149	0.8577	0.2845
11298at147545	2.722	0.4808	0.1766
113003at147545	5.1856	0.4963	0.0957
11301at147545	13.7711	0.7925	0.0575
113109at147545	4.3627	0.3884	0.089
113116at147545	3.1768	0.5775	0.1818
113121at147545	5.0013	0.8715	0.1743
113185at147545	1.0593	0.4884	0.461
113186at147545	4.5237	0.6124	0.1354
113208at147545	3.1057	0.2993	0.0964
113211at147545	4.7211	0.4456	0.0944
113238at147545	1.8448	0.4045	0.2193
113255at147545	1.9833	0.4044	0.2039
113324at147545	6.9021	0.4761	0.069
113348at147545	7.5518	0.8801	0.1165
11334at147545	1.6657	0.3409	0.2047
11335at147545	2.5194	0.471	0.187
11338at147545	2.5168	0.5613	0.223
113405at147545	2.8806	0.9994	0.3469
11341at147545	2.5558	0.462	0.1808
113428at147545	3.4197	0.4422	0.1293
113440at147545	1.7697	0.16	0.0904
113446at147545	6.2088	0.8419	0.1356
113464at147545	3.8635	0.897	0.2322
113476at147545	5.0598	0.45	0.0889
113516at147545	7.3544	0.4209	0.0572
113528at147545	2.5108	0.2774	0.1105
11355at147545	7.9797	0.815	0.1021
113585at147545	15.6184	0.6749	0.0432
113595at147545	6.5922	0.7427	0.1127
113599at147545	2.4675	0.2068	0.0838
113631at147545	6.6152	0.9165	0.1385
113667at147545	2.1866	0.2809	0.1285
113712at147545	10.7523	0.8603	0.08
113722at147545	3.3281	0.5814	0.1747
113751at147545	1.5203	0.2348	0.1544
113838at147545	1.5827	0.249	0.1573
113879at147545	1.1266	0.3111	0.2761
113928at147545	7.8509	0.7134	0.0909
113943at147545	11.8099	0.8968	0.0759
11395at147545	3.7296	0.5724	0.1535
113970at147545	18.2267	0.9983	0.0548
113at147545	0.9956	0.3755	0.3771
114019at147545	17.4144	0.5471	0.0314
11403at147545	10.2273	0.6147	0.0601
114130at147545	10.339	0.836	0.0809
114216at147545	3.5392	0.3031	0.0856
114217at147545	18.7527	0.8874	0.0473
11426at147545	0.9526	0.2457	0.2579
114291at147545	5.22	0.3632	0.0696
114312at147545	3.1081	0.6905	0.2221
11431at147545	3.0767	0.9253	0.3008
114334at147545	1.1596	0.1103	0.0951
114360at147545	0.6105	0.1258	0.206
114368at147545	0.8878	0.1415	0.1594
114380at147545	9.1198	0.6006	0.0659
114430at147545	2.6537	0.4973	0.1874
114462at147545	6.6895	0.8327	0.1245
114499at147545	2.2127	0.7737	0.3497
11450at147545	2.9724	0.2775	0.0934
114535at147545	7.4655	0.7875	0.1055
114578at147545	1.0853	0.2939	0.2708
114618at147545	3.8877	0.4484	0.1153
114625at147545	2.5078	0.2163	0.0862
114681at147545	3.7395	0.6112	0.1635
114695at147545	5.5123	0.8802	0.1597
114715at147545	5.8445	0.7606	0.1301
114745at147545	6.3997	0.4803	0.0751
114780at147545	12.8894	0.768	0.0596
114790at147545	7.0522	0.7515	0.1066
114818at147545	5.4539	0.3585	0.0657
11481at147545	3.0257	0.4298	0.142
114902at147545	3.9471	0.6894	0.1746
114919at147545	6.73	0.5828	0.0866
114932at147545	1.9541	0.0516	0.0264
114965at147545	4.4197	0.6704	0.1517
11502at147545	3.1506	0.6315	0.2004
11506at147545	3.5754	0.3814	0.1067
115083at147545	4.4357	0.3395	0.0765
115158at147545	2.8643	0.4903	0.1712
115182at147545	5.9917	0.5866	0.0979
115286at147545	3.6923	0.691	0.1871
115309at147545	2.8054	0.2996	0.1068
115336at147545	4.1533	0.5618	0.1353
115347at147545	2.82	0.4935	0.175
115412at147545	4.7321	0.2722	0.0575
115456at147545	0.6953	0.1184	0.1702
115505at147545	1.2426	0.3286	0.2645
115520at147545	8.1685	0.6652	0.0814
115563at147545	8.1715	0.8376	0.1025
115580at147545	0.5758	0.0876	0.1521
11558at147545	4.1744	0.8428	0.2019
115666at147545	9.2836	0.6762	0.0728
115785at147545	2.143	0.1469	0.0685
115802at147545	21.2094	0.9361	0.0441
115844at147545	2.8249	0.4917	0.1741
115853at147545	11.2593	0.8222	0.073
115922at147545	3.1304	0.8826	0.282
115987at147545	4.2544	0.5961	0.1401
11600at147545	1.501	0.262	0.1745
116073at147545	2.1305	0.3067	0.144
116100at147545	6.4994	0.742	0.1142
116199at147545	1.0934	0.3334	0.3049
116253at147545	5.2594	0.479	0.0911
116298at147545	4.2358	0.4802	0.1134
116300at147545	2.0082	0.5309	0.2644
116301at147545	1.9998	0.6499	0.325
116317at147545	15.233	0.7366	0.0484
116363at147545	2.8718	0.4468	0.1556
116376at147545	3.8868	0.5924	0.1524
116391at147545	9.8744	0.2583	0.0262
116405at147545	1.9885	0.3824	0.1923
116419at147545	15.837	0.7687	0.0485
116421at147545	4.7026	0.3992	0.0849
116440at147545	3.8943	0.2687	0.069
116452at147545	6.6582	0.5288	0.0794
11648at147545	1.4323	0.2542	0.1775
116496at147545	4.3118	0.8302	0.1926
116723at147545	7.2487	0.6483	0.0894
116731at147545	5.033	0.4439	0.0882
116790at147545	9.5339	0.8354	0.0876
116808at147545	0.4215	0.0203	0.0483
11685at147545	2.131	0.3857	0.181
116862at147545	5.1563	0.472	0.0915
116893at147545	4.894	0.3843	0.0785
116894at147545	3.0797	0.2658	0.0863
116903at147545	4.7883	0.9077	0.1896
116913at147545	2.7825	0.4494	0.1615
116947at147545	6.3197	0.4104	0.0649
116986at147545	9.8837	0.8984	0.0909
117015at147545	1.4119	0.3363	0.2382
11708at147545	1.6681	0.3689	0.2212
117096at147545	1.1885	0.298	0.2507
117111at147545	6.2603	0.7081	0.1131
117134at147545	7.1182	0.3728	0.0524
11713at147545	3.8483	0.6036	0.1568
117144at147545	3.7901	0.5761	0.152
117146at147545	5.2014	0.6904	0.1327
117172at147545	17.2345	0.7634	0.0443
117189at147545	4.1187	0.8789	0.2134
117219at147545	13.8424	0.8981	0.0649
117235at147545	5.2849	0.5308	0.1004
11733at147545	2.6177	0.2811	0.1074
117361at147545	1.2248	0.3982	0.3251
117429at147545	4.6203	0.4915	0.1064
11743at147545	6.1191	0.8331	0.1361
11746at147545	7.8663	0.8696	0.1105
117601at147545	3.6739	0.237	0.0645
117719at147545	5.2721	0.2124	0.0403
117770at147545	3.071	0.4254	0.1385
117777at147545	30.0315	0.6746	0.0225
11785at147545	1.0459	0.205	0.196
117873at147545	6.1481	0.8313	0.1352
118006at147545	2.2786	0.2667	0.117
118062at147545	2.6471	0.2602	0.0983
118071at147545	5.1716	0.6905	0.1335
118119at147545	32.9495	0.8589	0.0261
118146at147545	3.0384	0.5108	0.1681
118227at147545	5.0752	0.2914	0.0574
118269at147545	1.0674	0.3375	0.3162
118282at147545	5.2576	0.8308	0.158
118289at147545	7.8697	0.2889	0.0367
1182at147545	2.2575	0.5292	0.2344
118334at147545	3.8795	0.4107	0.1059
118338at147545	7.5069	0.6286	0.0837
118353at147545	3.3172	0.6377	0.1922
11836at147545	10.8775	0.5103	0.0469
118403at147545	6.1874	0.9151	0.1479
118410at147545	2.7122	0.7068	0.2606
11861at147545	4.3744	0.3781	0.0864
118627at147545	3.4069	0.3846	0.1129
118659at147545	1.8643	0.1234	0.0662
118715at147545	2.5278	0.4254	0.1683
118724at147545	4.4707	0.6158	0.1377
118738at147545	5.8078	0.3397	0.0585
118756at147545	3.8387	0.6608	0.1722
11881at147545	4.2479	0.354	0.0833
118935at147545	2.0983	0.7717	0.3678
118954at147545	3.4378	0.6951	0.2022
11895at147545	8.5521	0.6636	0.0776
11902at147545	8.2112	0.5119	0.0623
119084at147545	0.7321	0.131	0.1789
119204at147545	3.8481	0.5887	0.153
119262at147545	22.4649	0.9064	0.0403
1192at147545	2.8253	0.4077	0.1443
1193at147545	2.746	0.567	0.2065
119444at147545	5.2901	0.6957	0.1315
119464at147545	9.0744	0.3094	0.0341
119477at147545	5.2384	0.1694	0.0323
119569at147545	11.0415	0.8935	0.0809
119648at147545	9.5309	0.5067	0.0532
119715at147545	6.5414	0.4665	0.0713
119802at147545	3.3776	0.5385	0.1594
119856at147545	15.6862	0.7955	0.0507
11995at147545	0.5503	0.0847	0.1539
119968at147545	1.5762	0.3168	0.201
119at147545	12.0366	0.3145	0.0261
120068at147545	5.5098	0.6599	0.1198
120128at147545	3.66	0.9395	0.2567
120193at147545	4.2627	0.8205	0.1925
120315at147545	11.3325	0.8582	0.0757
120334at147545	1.737	0.8945	0.515
12036at147545	2.6675	0.5839	0.2189
120450at147545	7.957	0.551	0.0692
120604at147545	2.1182	0.1611	0.0761
120725at147545	2.9601	0.2653	0.0896
12072at147545	2.8669	0.3455	0.1205
12074at147545	2.5381	0.3546	0.1397
120752at147545	7.9012	0.9441	0.1195
120790at147545	3.5659	0.581	0.1629
120876at147545	1.205	0.0348	0.0289
120912at147545	2.2639	0.4879	0.2155
120924at147545	1.7748	0.4083	0.2301
120961at147545	1.4009	0.4907	0.3502
12098at147545	13.4312	0.5527	0.0412
12103at147545	1.8289	0.3357	0.1835
121181at147545	2.3516	0.5918	0.2517
121186at147545	6.3016	0.3008	0.0477
12139at147545	2.4679	0.4224	0.1712
12155at147545	4.5058	0.6669	0.148
121570at147545	3.7107	0.4395	0.1184
121625at147545	4.6492	0.6429	0.1383
12176at147545	10.7253	0.5619	0.0524
121778at147545	2.5079	0.3626	0.1446
121798at147545	4.5308	0.2861	0.0632
121901at147545	2.8642	0.3293	0.115
12199at147545	2.0284	0.2802	0.1381
12207at147545	3.8249	0.1708	0.0447
122114at147545	6.97	0.2787	0.04
122186at147545	5.9244	0.3513	0.0593
1221at147545	3.45	0.6663	0.1931
12221at147545	2.7249	0.4172	0.1531
12222at147545	8.0722	0.6449	0.0799
122273at147545	3.8097	0.7203	0.1891
122448at147545	2.304	0.256	0.1111
122450at147545	1.4111	0.2914	0.2065
122459at147545	3.9245	0.8468	0.2158
122676at147545	4.1489	0.5481	0.1321
122686at147545	35.2433	0.9255	0.0263
1226at147545	6.7705	0.8736	0.129
122720at147545	3.5766	0.3857	0.1078
1227at147545	3.8886	0.6597	0.1697
122960at147545	3.0258	0.9309	0.3077
12299at147545	8.6806	0.8474	0.0976
12303at147545	3.275	0.4069	0.1242
12335at147545	0.9082	0.2725	0.3
12347at147545	3.9642	0.5634	0.1421
12356at147545	5.6629	0.5833	0.103
12490at147545	2.443	0.3015	0.1234
12493at147545	8.9449	0.3518	0.0393
12499at147545	2.3497	0.9006	0.3833
1251at147545	2.8876	0.3802	0.1317
12533at147545	3.487	0.407	0.1167
